"","non_nec_sed_quid_est_ad_ego","in_tibi_tu_quid_te_non_et","et_est_ego_quod_tamen_si_non","non_est_et_de_si_in_ex","trimalchio_ad_sed_et_non_est_cum","et_in_mihi_nos_nihil_trimalchio_inquit","est_non_aut_quid_modo_in_inquit","et_in_quam_tamen_ne_habet_quae","et_trimalchio_inquit_non_cum_haec_me","in_et_ut_ad_manus_se_quo","et_qui_est_itaque_tanquam_cum_plane","in_et_cum_iam_quo_dum_sum","de_me_ut_esset_sed_nisi_ego","et_in_sunt_cum_ex_etiam_nos","ad_et_omnes_statim_si_summam_sunt","in_ad_haec_cum_ut_esse_quod","et_super_inquit_habinnas_familia_ac_medio","eius_qui_per_coepit_ad_ille_post","quae_altera_pro_super_erat_a_nobis","cum_et_trimalchio_atque_inter_autem_nostrum"
"ingens",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0127960275019099,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"inquam",0.00577261258506002,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00298979950756243,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"interpellavit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.0125955633538037,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"intravit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.0121026011560694,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ista",3.8229222417616e-05,0.00597830390371367,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"iussi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.0134376253509828,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"lance",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.0133928571428571,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"lautitias",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00961354505452458,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"licet",3.8229222417616e-05,0.00795787473275794,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"luto",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"magnum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0135938062657544,0.00467546754675468,9.99200639488409e-05
"mala",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.0120662744627206,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"meas",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00238786403221275,4.73754026909229e-05,4.78285823608188e-05,0.00798603765601862,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"medici",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00885215148317505,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.00509592326139089
"medium",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00306159202785448,6.2664494297531e-05,0.00961293608352432,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mel",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00298979950756243,6.02119460500963e-05,6.00312162324409e-05,0.00946233863892718,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mensas",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.0134376253509828,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"meos",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0139505830094392,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.0117833274709814,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"molestus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00675223960422516,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mulier",0.00768407370594082,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mulieres",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00722211593648364,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"multis",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00722211593648364,5.28876665961498e-05,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"munus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,0.00885343618513324,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nemini",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00885215148317505,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00353970016657413,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nomen",3.8229222417616e-05,3.95914165808853e-05,0.00437078068201489,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,0.00447054698457223,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"noster",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0135938062657544,9.16758342500917e-05,9.99200639488409e-05
"oblitus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"oculos",3.8229222417616e-05,3.95914165808853e-05,0.00220702786913623,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00906471365109857,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"omnibus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00306159202785448,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00672974413646055,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"omnis",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0090925459128556,9.16758342500917e-05,9.99200639488409e-05
"optime",3.8229222417616e-05,3.95914165808853e-05,0.0086982863077722,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"orcus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00722211593648364,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"os",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.0133483862398725,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ostiarii",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0127960275019099,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"percussit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00324675324675325,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.0100919264588329
"piper",0.00577261258506002,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"pisces",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0048306868184427,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"poma",3.8229222417616e-05,3.95914165808853e-05,0.00653453349489354,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ponas",3.8229222417616e-05,0.00795787473275794,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"porcum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00798603765601862,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.00459128555995679,9.16758342500917e-05,9.99200639488409e-05
"postea",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.0133483862398725,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"posuit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.0120662744627206,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"praeterea",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00906471365109857,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"primum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.00509592326139089
"puero",0.00194969034329842,3.95914165808853e-05,0.00220702786913623,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"putares",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00472890720104879,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00340954673084637,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.00509592326139089
"quando",3.8229222417616e-05,0.00795787473275794,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"quarum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.0133928571428571,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"quasi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00606315283947653,6.2664494297531e-05,0.00324675324675325,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00353970016657413,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"quos",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00941099353872085,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"re",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0106304209858261,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"recitavit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00608140655105973,6.00312162324409e-05,0.00632911392405063,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"recte",3.8229222417616e-05,0.00597830390371367,0.00220702786913623,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"risum",3.8229222417616e-05,0.00201916224562515,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0135938062657544,9.16758342500917e-05,9.99200639488409e-05
"rixam",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.0125955633538037,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"sane",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.015087929656275
"semel",0.00194969034329842,3.95914165808853e-05,4.32750562575731e-05,0.00706995036988482,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"semper",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0106304209858261,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"sicut",3.8229222417616e-05,3.95914165808853e-05,0.0086982863077722,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"signum",0.00194969034329842,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,0.00534165432621113,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
