"","non_nec_sed_quid_est_ad_ego","in_tibi_tu_quid_te_non_et","et_est_ego_quod_tamen_si_non","non_est_et_de_si_in_ex","trimalchio_ad_sed_et_non_est_cum","et_in_mihi_nos_nihil_trimalchio_inquit","est_non_aut_quid_modo_in_inquit","et_in_quam_tamen_ne_habet_quae","et_trimalchio_inquit_non_cum_haec_me","in_et_ut_ad_manus_se_quo","et_qui_est_itaque_tanquam_cum_plane","in_et_cum_iam_quo_dum_sum","de_me_ut_esset_sed_nisi_ego","et_in_sunt_cum_ex_etiam_nos","ad_et_omnes_statim_si_summam_sunt","in_ad_haec_cum_ut_esse_quod","et_super_inquit_habinnas_familia_ac_medio","eius_qui_per_coepit_ad_ille_post","quae_altera_pro_super_erat_a_nobis","cum_et_trimalchio_atque_inter_autem_nostrum"
"fuit",0.00577261258506002,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0106304209858261,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,0.0251284622133099,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.0132363253856942,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"modo",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00706995036988482,4.73754026909229e-05,4.78285823608188e-05,0.037074254283901,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00885343618513324,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nemo",0.0115069959477024,0.00201916224562515,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0159191876454411,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.010027892150352,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.015087929656275
"nisi",3.8229222417616e-05,0.00795787473275794,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0132748043156336,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.0332713507769956,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"sum",3.8229222417616e-05,0.0119170163908465,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0106304209858261,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0287114845938375,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"dum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0120049741725655,5.28876665961498e-05,5.86235197561262e-05,0.00608140655105973,0.00306159202785448,6.2664494297531e-05,0.0318945760122231,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"eius",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.0118912260754216,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.00447054698457223,0.0541051494418437,9.16758342500917e-05,9.99200639488409e-05
"homo",0.0134184570685832,3.95914165808853e-05,0.0108620391206509,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00798603765601862,5.86235197561262e-05,6.02119460500963e-05,0.00606315283947653,0.00319588920917408,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"servus",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.0251284622133099,6.36618283677107e-05,0.010027892150352,0.00672974413646055,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.022596326971552,9.16758342500917e-05,9.99200639488409e-05
"hic",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00941099353872085,4.73754026909229e-05,0.0048306868184427,0.0185635709752486,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.0134376253509828,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"iussit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00706995036988482,0.0118912260754216,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.0241449903660886,0.00306159202785448,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"nunc",3.8229222417616e-05,3.95914165808853e-05,0.0130257919335295,0.00941099353872085,4.73754026909229e-05,0.00722211593648364,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0139505830094392,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"omnes",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.00339818763326226,0.0535499398315283,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"triclinium",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0143964032906065,5.28876665961498e-05,5.86235197561262e-05,0.00909200385356455,6.00312162324409e-05,0.0125955633538037,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0139505830094392,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ac",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00715368580632935,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00306159202785448,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.0307678821879383,9.00252070579762e-05,0.023010634396773,9.99200639488409e-05
"sibi",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.00706995036988482,4.73754026909229e-05,0.0167878324086474,5.28876665961498e-05,0.017645679446594,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"statim",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00608140655105973,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.0468645540847707,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"mehercules",0.0210643015521064,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.00675223960422516,0.00700999444752915,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"per",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0127960275019099,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00700999444752915,8.76577840112202e-05,0.0406013683831473,9.16758342500917e-05,9.99200639488409e-05
"quem",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.0166287663445139,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.018123795761079,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00353970016657413,8.76577840112202e-05,0.00459128555995679,9.16758342500917e-05,9.99200639488409e-05
"quia",3.8229222417616e-05,3.95914165808853e-05,0.0173532975592868,0.00472890720104879,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.010094932477604,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.0100919264588329
"bene",3.8229222417616e-05,0.0119170163908465,0.0108620391206509,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,0.0100613006396588,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"fortunata",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.0118912260754216,4.78285823608188e-05,5.28876665961498e-05,0.00592097549536874,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.010094932477604,6.94058856191005e-05,0.0176192145862553,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ita",3.8229222417616e-05,0.0198352997070235,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0139505830094392,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"meum",3.8229222417616e-05,0.0138965872198907,0.00437078068201489,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.0132748043156336,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"plane",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00722211593648364,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.0282616869281865,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"vinum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0167878324086474,5.28876665961498e-05,0.0205768554344003,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"ceterum",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0127960275019099,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0180950666186532,0.00925925925925926,0.0100919264588329
"deinde",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.00241614553723707,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00906471365109857,6.2664494297531e-05,6.36618283677107e-05,0.0233098685084341,6.66311300639659e-05,0.00675223960422516,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"esset",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,0.0365918448665161,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"illius",0.00386115146417922,3.95914165808853e-05,4.32750562575731e-05,0.0117520367075569,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.017645679446594,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"manus",3.8229222417616e-05,0.00399873307466941,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.00243925770040176,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.0270740785208308,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.00467546754675468,9.99200639488409e-05
"mea",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.0118912260754216,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,0.0266303625979546,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"pedes",3.8229222417616e-05,0.00201916224562515,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.00298979950756243,6.02119460500963e-05,0.0210709568975867,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,0.0180950666186532,9.16758342500917e-05,9.99200639488409e-05
"atque",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,0.00306159202785448,6.2664494297531e-05,6.36618283677107e-05,0.00338690397131093,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,0.0500599520383693
"circa",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,0.0048306868184427,5.28876665961498e-05,0.00298979950756243,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,0.00642984466513878,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0208911715713493,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"familia",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.0121026011560694,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,0.0351507713884993,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"fecit",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,0.0257982957205731,4.73754026909229e-05,4.78285823608188e-05,0.00269727099640364,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"illa",0.00959553482682162,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.00700999444752915,0.0132363253856942,9.00252070579762e-05,0.00925925925925926,9.99200639488409e-05
"manu",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,0.0205768554344003,6.02119460500963e-05,6.00312162324409e-05,0.00319588920917408,6.36618283677107e-05,0.0133483862398725,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"puto",0.015329918189464,3.95914165808853e-05,0.00653453349489354,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,0.00307080924855491,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"summam",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,0.0401791683380131,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"suum",0.015329918189464,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,0.0095224559408755,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"adhuc",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,0.0127960275019099,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,0.0243614658523043,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"altera",3.8229222417616e-05,3.95914165808853e-05,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,0.0505133846718005,9.99200639488409e-05
"at",3.8229222417616e-05,0.00399873307466941,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,0.0251284622133099,0.00324675324675325,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
"es",3.8229222417616e-05,0.0218148705360678,4.32750562575731e-05,4.68208633767207e-05,4.73754026909229e-05,4.78285823608188e-05,5.28876665961498e-05,5.86235197561262e-05,6.02119460500963e-05,6.00312162324409e-05,6.2664494297531e-05,6.36618283677107e-05,6.64098817904104e-05,6.66311300639659e-05,6.68538574675759e-05,6.94058856191005e-05,8.76577840112202e-05,9.00252070579762e-05,9.16758342500917e-05,9.99200639488409e-05
