"","form","lemmata"
"παιήονα","παιήονα","παιάν"
"παλάμῃς","παλάμῃς","παλάμη"
"παλίλλογα","παλίλλογα","παλίλλογος"
"παλιμπλαγχθέντας","παλιμπλαγχθέντας","παλιμπλάζομαι"
"πάλιν","πάλιν","πάλιν"
"παλινάγρετον","παλινάγρετον","παλινάγρετος"
"παλλάδ̓","παλλάδ̓","παλλάδ̓"
"παλλὰς","παλλὰς","παλλὰς"
"πάμπαν","πάμπαν","πάμπαν"
"πᾶν","πᾶν","πᾶς"
"πανημέριοι","πανημέριοι","πανημέριος"
"πάντ̓","πάντ̓","πάντ̓"
"πάντα","πάντα","πᾶς"
"πάντας","πάντας","πᾶς"
"πάντες","πάντες","πᾶς"
"πάντεσσι","πάντεσσι","πᾶς"
"πάντῃ","πάντῃ","πάντῃ"
"πάντων","πάντων","πᾶς"
"παῤ","παῤ","παῤ"
"πάῤ","πάῤ","πάῤ"
"παρά","παρά","παρά;πηρός"
"παρὰ","παρὰ","παρά;πηρός"
"παράφημι","παράφημι","παράφημι"
"παρέζεο","παρέζεο","παρέζομαι"
"παρέζετο","παρέζετο","παρέζομαι"
"παρείπῃ","παρείπῃ","παρεῖπον"
"παρελεύσεαι","παρελεύσεαι","παρέρχομαι"
"παρέσσεται","παρέσσεται","πάρειμι;παρίζω"
"παρήμενος","παρήμενος","παρά-ἧμαι"
"πάροιθ̓","πάροιθ̓","πάροιθ̓"
"πάρος","πάρος","πάρος"
"πάσαντο","πάσαντο","πάσσω;πατέομαι"
"πᾶσι","πᾶσι","πᾶς;πᾶσις"
"πᾶσιν","πᾶσιν","πᾶς;πᾶσις"
"πάτερ","πάτερ","πατήρ"
"πατήρ","πατήρ","πατήρ"
"πατὴρ","πατὴρ","πατήρ"
"πάτρης","πάτρης","φράτρα;πάτρα;πάτρη"
"πατρὶ","πατρὶ","πατήρ;πατρίς"
"πατρόκλεες","πατρόκλεες","πατρόκλεες"
"πάτροκλος","πάτροκλος","πάτροκλος"
"πατρὸς","πατρὸς","πατήρ"
"παῦε","παῦε","παύω"
"παύσαντο","παύσαντο","παύω"
"παύσειεν","παύσειεν","παύω"
"παύσουσα","παύσουσα","παύω"
"πείθεο","πείθεο","πείθω"
"πείθεσθαι","πείθεσθαι","πείθω"
"πείθηται","πείθηται","πείθω"
"πείθονται","πείθονται","πείθω"
"πείθοντό","πείθοντό","πείθω"
"πείρησαι","πείρησαι","πειράω"
"πειρίθοόν","πειρίθοόν","πειρίθοόν"
"πείσεις","πείσεις","πείθω;πεῖσις"
"πείσεσθαι","πείσεσθαι","πάσχω;πείθω"
"πέλασαν","πέλασαν","πελάζω"
"πέλεται","πέλεται","πέλω"
"πέμπουσιν","πέμπουσιν","πέμπω"
"πεμπώβολα","πεμπώβολα","πεμπώβολον"
"πέμψω","πέμψω","πέμπω"
"πένθος","πένθος","πένθος"
"πένοντο","πένοντο","πένομαι"
"πεπαρμένον","πεπαρμένον","πείρω"
"πεπίθοιμεν","πεπίθοιμεν","πείθω"
"πεποίθῃς","πεποίθῃς","πείθω"
"περ","περ","πέρ"
"πέρ","πέρ","πέρ"
"περὶ","περὶ","περί"
"περικαλλέος","περικαλλέος","περικαλλής"
"περικλυτὸς","περικλυτὸς","περικλυτός"
"περίσχεο","περίσχεο","περιέχω"
"περιφραδέως","περιφραδέως","περιφραδής"
"πεσόντα","πεσόντα","πίπτω"
"πέτασσαν","πέτασσαν","πετάννυμι;πετάζω"
"πηλείδη","πηλείδη","πηλείδη"
"πηλεΐδη","πηλεΐδη","πηλεΐδη"
"πηλεΐδης","πηλεΐδης","πηλεΐδης"
"πηλεΐωνα","πηλεΐωνα","πηλεΐωνα"
"πηλεΐωνι","πηλεΐωνι","πηλεΐωνι"
"πηληϊάδεω","πηληϊάδεω","πηληϊάδεω"
"πηλῆος","πηλῆος","πηλῆος"
"πίθεσθ̓","πίθεσθ̓","πίθεσθ̓"
"πίθεσθε","πίθεσθε","πείθω"
"πίθηαι","πίθηαι","πείθω"
"πίθηται","πίθηται","πείθω"
"πίμπλαντ̓","πίμπλαντ̓","πίμπλαντ̓"
"πίονα","πίονα","πίων"
"πίπτωσι","πίπτωσι","πίπτω"
"πλεῖον","πλεῖον","πλέω;πλέως;πλείων"
"πλεόνεσσι","πλεόνεσσι","πλείων"
"πλεόνεσσιν","πλεόνεσσιν","πλείων"
"πλοῦτον","πλοῦτον","πλοῦτος"
"ποδάρκης","ποδάρκης","ποδαρκής"
"πόδας","πόδας","πούς"
"ποδὸς","ποδὸς","πούς"
"ποθ̓","ποθ̓","ποθ̓"
"ποθέεσκε","ποθέεσκε","ποθέω"
"ποθὴ","ποθὴ","ποθή"
"ποθι","ποθι","ποθι"
"ποιήσαντες","ποιήσαντες","ποιέω"
"ποίησεν","ποίησεν","ποιέω"
"ποιμένα","ποιμένα","ποιμήν"
"ποῖον","ποῖον","ποῖος"
"ποιπνύοντα","ποιπνύοντα","ποιπνύω"
"πολέας","πολέας","πολύς"
"πολεμίζων","πολεμίζων","πολεμίζω"
"πόλεμοί","πόλεμοί","πόλεμος"
"πολέμοιο","πολέμοιο","πόλεμος"
"πόλεμον","πόλεμον","πόλεμος"
"πόλεμός","πόλεμός","πόλεμος"
"πολέμου","πολέμου","πόλεμος;πολεμόω"
"πολιῆς","πολιῆς","πολίζω;πολιά;πολιάζω;πολιός"
"πόλιν","πόλιν","πόλις"
"πολίων","πολίων","πόλιον;πόλις;πολέω;πολιόω"
"πολλά","πολλά","πολύς"
"πολλὰ","πολλὰ","πολύς"
"πολλάκι","πολλάκι","πολλάκις"
"πολλὰς","πολλὰς","πολύς"
"πολλοὶ","πολλοὶ","πολύς"
"πολλὸν","πολλὸν","πολύς"
"πολὺ","πολὺ","πολύς"
"πολυάϊκος","πολυάϊκος","πολυάιξ"
"πολυβενθέος","πολυβενθέος","πολυβενθής"
"πολυδειράδος","πολυδειράδος","πολυδειράς"
"πολύμητις","πολύμητις","πολύμητις"
"πολύστονα","πολύστονα","πολύστονος"
"πολύφημον","πολύφημον","πολύφημος"
"πολυφλοίσβοιο","πολυφλοίσβοιο","πολύφλοισβος"
"πόνου","πόνου","πόνος"
"πόντον","πόντον","πόντος"
"ποντοπόροιο","ποντοπόροιο","ποντόπορος;ποντοπόρος"
"πόποι","πόποι","πόποι"
"πόρε","πόρε","πόρος;πόρω"
"πορφύρεον","πορφύρεον","πορφύρεος;πορφυρέω"
"ποσειδάων","ποσειδάων","ποσειδάων"
"πόσιος","πόσιος","πόσις"
"ποτ̓","ποτ̓","ποτ̓"
"ποτε","ποτε","ποτέ"
"ποτέ","ποτέ","ποτέ;ποτός"
"ποτὶ","ποτὶ","πρός"
"πότνια","πότνια","πότνια"
"ποτοῖο","ποτοῖο","ποτάομαι;ποτέομαι;ποτόν;ποτός"
"που","που","πού"
"πραπίδεσσι","πραπίδεσσι","πραπίδες"
"πρῆξαι","πρῆξαι","πράσσω"
"πρῆσεν","πρῆσεν","πίμπρημι"
"πριάμοιο","πριάμοιο","πριάμοιο"
"πριάμοιό","πριάμοιό","πριάμοιό"
"πρίαμος","πρίαμος","πρίαμος"
"πρίν","πρίν","πρίν"
"πρὶν","πρὶν","πρίν"
"πρό","πρό","πρό"
"πρὸ","πρὸ","πρό"
"προβάλοντο","προβάλοντο","προβάλλω"
"προβέβουλα","προβέβουλα","προβέβουλα"
"προέρεσσαν","προέρεσσαν","προερέσσω"
"προέρυσσεν","προέρυσσεν","προερύω"
"πρόες","πρόες","προίημι"
"προθέουσιν","προθέουσιν","προθέω"
"προΐαψεν","προΐαψεν","προιάπτω"
"προΐει","προΐει","προίημι"
"πρόπαν","πρόπαν","πρόπας"
"πρός","πρός","πρός"
"πρὸς","πρὸς","πρός"
"προσέειπε","προσέειπε","προσεῖπον"
"προσέειπεν","προσέειπεν","προσεῖπον"
"προσέφη","προσέφη","πρόσφημι"
"προσεφώνεον","προσεφώνεον","προσφωνέω"
"προσηύδα","προσηύδα","προσαυδάω"
"πρόσθεν","πρόσθεν","πρόσθεν"
"πρόσσω","πρόσσω","πρόσσω;πρόσω"
"πρότερος","πρότερος","πρότερος"
"προτόνοισιν","προτόνοισιν","πρότονοι"
"πρόφρων","πρόφρων","πρόφρων"
"πρύμνας","πρύμνας","πρύμνα"
"πρυμνήσἰ","πρυμνήσἰ","πρυμνήσἰ"
"πρυμνήσια","πρυμνήσια","πρυμνήσιος"
"πρῶτα","πρῶτα","πρότερος;πρῶτος"
"πρώτιστα","πρώτιστα","πρώτιστος"
"πρῶτον","πρῶτον","πρότερος;πρῶτος"
"πρῶτος","πρῶτος","πρότερος;πρῶτος"
"πτερόεντα","πτερόεντα","πτερόεις"
"πτόλεμόν","πτόλεμόν","πόλεμος"
"πτολίεθρον","πτολίεθρον","πτολίεθρον"
"πυθοίατο","πυθοίατο","πύθω;πυνθάνομαι"
"πυλίων","πυλίων","πυλίων"
"πύλου","πύλου","πύλος;πυλόω"
"πύλῳ","πύλῳ","πύλος"
"πυραὶ","πυραὶ","πυρή"
"πυρὶ","πυρὶ","πῦρ"
"πω","πω","πω"
"πώ","πώ","πω"
"πωλέσκετο","πωλέσκετο","πωλέομαι;πωλέω"
"πώποτ̓","πώποτ̓","πώποτ̓"
"πως","πως","πως"
"πῶς","πῶς","πῶς;πως"
"ῥ̓","ῥ̓","ῥ̓"
"ῥα","ῥα","ἄρα"
"ῥά","ῥά","ἄρα"
"ῥέεν","ῥέεν","ῥέω"
"ῥέξαι","ῥέξαι","ῥέζω"
"ῥέξας","ῥέξας","ῥέζω"
"ῥηγμῖνι","ῥηγμῖνι","ῥηγμίν"
"ῥίγιον","ῥίγιον","ῥίγιον;ῥιγέω"
"ῥῖψε","ῥῖψε","ῥίπτω"
"ῥοδοδάκτυλος","ῥοδοδάκτυλος","ῥοδοδάκτυλος"
"σ̓","σ̓","σ̓"
"σαώσεις","σαώσεις","σαόω;σώζω"
"σαώτερος","σαώτερος","σάος;σῶς"
"σε","σε","σύ"
"σέθεν","σέθεν","σύ"
"σεο","σεο","σύ"
"σήμαιν̓","σήμαιν̓","σήμαιν̓"
"σημαίνειν","σημαίνειν","σημαίνω"
"σῇς","σῇς","σέω;σός"
"σῇσι","σῇσι","σέω;σός"
"σίντιες","σίντιες","σίντιες"
"σκαιῇ","σκαιῇ","σκαιός"
"σκηπτοῦχος","σκηπτοῦχος","σκηπτοῦχος"
"σκῆπτρον","σκῆπτρον","σκῆπτρον"
"σκήπτρῳ","σκήπτρῳ","σκῆπτρον"
"σκιόεντα","σκιόεντα","σκιόεις"
"σμινθεῦ","σμινθεῦ","σμινθεῦ"
"σοί","σοί","σεύω;σός;σύ"
"σοὶ","σοὶ","σεύω;σός;σύ"
"σοῖς","σοῖς","σέω;σός"
"σοῖσι","σοῖσι","σέω;σός"
"σὸν","σὸν","σός"
"σόοι","σόοι","σόος;σῶς"
"σπλάγχνα","σπλάγχνα","σπλάγχνον"
"στείλαντο","στείλαντο","στέλλω"
"στείρῃ","στείρῃ","στεῖρα"
"στέμμα","στέμμα","στέμμα"
"στέμματ̓","στέμματ̓","στέμματ̓"
"στενάχων","στενάχων","στενάχω"
"στῆ","στῆ","ἵστημι"
"στήθεσσιν","στήθεσσιν","στῆθος"
"στήσαντ̓","στήσαντ̓","στήσαντ̓"
"στήτην","στήτην","ἵστημι"
"στρατόν","στρατόν","στρατός"
"στρατὸν","στρατὸν","στρατός"
"στυγέῃ","στυγέῃ","στυγέω"
"στυφελίξαι","στυφελίξαι","στυφελίζω"
"σύ","σύ","σύ"
"σὺ","σὺ","σύ"
"σύμπαντας","σύμπαντας","σύμπας"
"συμπάντων","συμπάντων","σύμπας"
"συμφράσσατο","συμφράσσατο","συμφράζομαι;συμφράζω"
"σύν","σύν","σύν"
"σὺν","σὺν","σύν"
"σύνθεο","σύνθεο","συντίθημι"
"σφιν","σφιν","σφεῖς"
"σφίσιν","σφίσιν","σφεῖς"
"σφοῦ","σφοῦ","σφός"
"σφὼ","σφὼ","σφεῖς;σφός;σύ"
"σφωε","σφωε","σφεῖς"
"σφῶϊ","σφῶϊ","σφάζω;σφός;σύ"
"σφωϊν","σφωϊν","σφεῖς"
"σφῶϊν","σφῶϊν","σφεῖς;σύ"
"σφωΐτερόν","σφωΐτερόν","σφωίτερος"
"σχέθε","σχέθε","σχέθω%"
"σχίζῃς","σχίζῃς","σχίζα;σχίζω"
"σῶν","σῶν","σέω;σής;σός;σῶς"
"τ̓","τ̓","τ̓"
"τά","τά","ὁ;τίς"
"τὰ","τὰ","ὁ;τίς"
"τάδ̓","τάδ̓","τάδ̓"
"τάδε","τάδε","ὅδε"
"ταλθύβιόν","ταλθύβιόν","ταλθύβιόν"
"τἆλλα","τἆλλα","ἄλλος"
"τάνυσσαν","τάνυσσαν","τανύω"
"ταράξῃ","ταράξῃ","τάραξις;ταράσσω"
"ταρβήσαντε","ταρβήσαντε","ταρβέω"
"ταῦθ̓","ταῦθ̓","ταῦθ̓"
"ταύρων","ταύρων","ταῦρος;ταυράω"
"ταῦτ̓","ταῦτ̓","ταῦτ̓"
"ταῦτα","ταῦτα","οὗτος"
"ταῦτά","ταῦτά","οὗτος"
"τάχ̓","τάχ̓","τάχ̓"
"τε","τε","τε"
"τέ","τέ","σύ;τε"
"τέκε","τέκε","τίκτω"
"τέκμωρ","τέκμωρ","τέκμαρ"
"τέκνον","τέκνον","τέκνον"
"τέκον","τέκον","τίκτω"
"τέκος","τέκος","τέκος"
"τεκοῦσα","τεκοῦσα","τίκτω"
"τελέεσθαι","τελέεσθαι","τέλλω;τελέω"
"τελείων","τελείων","τέλειος;τελέω;τελειόω"
"τελέσσῃ","τελέσσῃ","τελέω"
"τελέσσω","τελέσσω","τελέω"
"τεληέσσας","τεληέσσας","τελήεις"
"τενέδοιό","τενέδοιό","τενέδοιό"
"τεὸν","τεὸν","τεός"
"τέρπετ̓","τέρπετ̓","τέρπετ̓"
"τερπικεραύνῳ","τερπικεραύνῳ","τερπικέραυνος"
"τεταγὼν","τεταγὼν","τεταγών"
"τετελεσμένον","τετελεσμένον","τελέω"
"τετελεσμένος","τετελεσμένος","τελέω"
"τέτλαθι","τέτλαθι","τλάω"
"τέτληκας","τέτληκας","τλάω"
"τετραπλῇ","τετραπλῇ","τετραπλῇ;τετραπλόος"
"τετύκοντό","τετύκοντό","τεύχω"
"τεῦχε","τεῦχε","τεύχω"
"τεύχει","τεύχει","τεύχω;τεῦχος"
"τῇ","τῇ","ὁ;τῇ"
"τηλόθεν","τηλόθεν","τηλόθεν"
"τηλόθι","τηλόθι","τηλόθι"
"τήν","τήν","ὁ"
"τὴν","τὴν","ὁ"
"τήνδ̓","τήνδ̓","τήνδ̓"
"τήνδε","τήνδε","ὅδε"
"τῆσδε","τῆσδε","ὅδε"
"τι","τι","τις"
"τί","τί","τίς;τις"
"τίθει","τίθει","τίθημι"
"τιμῇ","τιμῇ","τιμάω;τιμέω;τιμή"
"τιμήν","τιμήν","τιμή"
"τιμὴν","τιμὴν","τιμή"
"τιμῆς","τιμῆς","τιμάω;τιμέω;τιμή"
"τίμησας","τίμησας","τιμάω;τιμέω"
"τιμήσῃς","τιμήσῃς","τιμάω;τιμέω"
"τίμησόν","τίμησόν","τιμάω;τιμέω"
"τιμήσουσι","τιμήσουσι","τιμάω;τιμέω"
"τιν̓","τιν̓","τιν̓"
"τινα","τινα","τις"
"τίπτ̓","τίπτ̓","τίπτ̓"
"τις","τις","τις"
"τίς","τίς","τίς;τις"
"τίσειαν","τίσειαν","τίνω;τίζω"
"τῖσον","τῖσον","τίνω;τίω"
"τίσωσιν","τίσωσιν","τίνω;τίζω"
"τό","τό","ὁ"
"τὸ","τὸ","ὁ"
"τόδ̓","τόδ̓","τόδ̓"
"τόδε","τόδε","ὅδε"
"τοι","τοι","σύ;τοι"
"τοὶ","τοὶ","ὁ;σύ;τοι"
"τοῖο","τοῖο","ὁ"
"τοίους","τοίους","τοῖος"
"τοῖς","τοῖς","ὁ"
"τοῖσι","τοῖσι","ὁ;τίς"
"τοῖσιν","τοῖσιν","ὁ;τίς"
"τομὴν","τομὴν","τομή;τομός"
"τόν","τόν","ὁ"
"τὸν","τὸν","ὁ"
"τόνδ̓","τόνδ̓","τόνδ̓"
"τόξ̓","τόξ̓","τόξ̓"
"τόσσα","τόσσα","τόσος"
"τόσσον","τόσσον","τόσος"
"τότ̓","τότ̓","τότ̓"
"τότε","τότε","τότε"
"τοῦ","τοῦ","ὁ;τίς;τις"
"τοῦδ̓","τοῦδ̓","τοῦδ̓"
"τοὔνεκ̓","τοὔνεκ̓","τοὔνεκ̓"
"τοὔνεκά","τοὔνεκά","τοὔνεκα"
"τοὺς","τοὺς","ὁ"
"τοῦτ̓","τοῦτ̓","τοῦτ̓"
"τοῦτο","τοῦτο","οὗτος"
"τόφρα","τόφρα","τόφρα"
"τράφεν","τράφεν","τρέφω"
"τριπλῇ","τριπλῇ","τριπλόος"
"τρὶς","τρὶς","τρίς"
"τριτάτοισιν","τριτάτοισιν","τρίτατος"
"τροίην","τροίην","τρέω"
"τρῶες","τρῶες","τρῶες"
"τρώεσσι","τρώεσσι","τρώεσσι"
"τρώεσσιν","τρώεσσιν","τρώεσσιν"
"τρώων","τρώων","τρώων"
"τυτθὸν","τυτθὸν","τυτθός"
"τώ","τώ","ὁ;τῷ"
"τὼ","τὼ","ὁ;τῷ"
"τῷ","τῷ","ὁ;τίς;τις;τῷ"
"τῳ","τῳ","τις"
"τῶν","τῶν","ὁ"
"ὕβριν","ὕβριν","ὕβρις"
"ὕβριος","ὕβριος","ὕβρις"
"ὑγρὰ","ὑγρὰ","ὑγρός"
"υἷας","υἷας","υἱός"
"υἷες","υἷες","υἱός"
"υἱὸν","υἱὸν","υἱός"
"υἱός","υἱός","υἱός"
"υἱὸς","υἱὸς","υἱός"
"ὑμῖν","ὑμῖν","σύ"
"ὔμμες","ὔμμες","σύ"
"ὑπ̓","ὑπ̓","ὑπ̓"
"ὑπέδεισαν","ὑπέδεισαν","ὑποδείδω"
"ὑπείξομαι","ὑπείξομαι","ὑπείκω"
"ὑπελύσαο","ὑπελύσαο","ὑπολύω"
"ὑπὲρ","ὑπὲρ","ὑπέρ"
"ὑπεροπλίῃσι","ὑπεροπλίῃσι","ὑπεροπλία"
"ὕπνος","ὕπνος","ὕπνος"
"ὑπὸ","ὑπὸ","ὑπό"
"ὑποβλήδην","ὑποβλήδην","ὑποβλήδην"
"ὑπόδρα","ὑπόδρα","ὑπόδρα;ὑποδράω;ὑποδρώω"
"ὑπόσχεο","ὑπόσχεο","ὑπέχω;ὑπισχνέομαι"
"ὕστατα","ὕστατα","ὕστατος;ὕστερος"
"ὕστερον","ὕστερον","ὕστερον;ὕστερος"
"ὑφ̓","ὑφ̓","ὑφ̓"
"ὑφέντες","ὑφέντες","ὑφίημι"
"ὑψιβρεμέτης","ὑψιβρεμέτης","ὑψιβρεμέτης"
"ὑψοῦ","ὑψοῦ","ὑψόω;ὑψοῦ"
"φάανθεν","φάανθεν","φαίνω"
"φαινομένη","φαινομένη","φαίνω"
"φάνη","φάνη","φαίνω;φανάω"
"φάος","φάος","φάος"
"φαρέτρην","φαρέτρην","φαρέτρα"
"φάσγανον","φάσγανον","φάσγανον"
"φάσθαι","φάσθαι","φημί"
"φάτο","φάτο","φημί"
"φέρειν","φέρειν","φέρω"
"φέροις","φέροις","φέρω"
"φερόμην","φερόμην","φέρω"
"φέρτατός","φέρτατός","φέρτατος"
"φέρτερόν","φέρτερόν","φέρτατος"
"φέρτερός","φέρτερός","φέρτατος"
"φέρων","φέρων","φέρω"
"φεῦγε","φεῦγε","φεύγω"
"φηρσὶν","φηρσὶν","φήρ"
"φησι","φησι","φημί"
"φθίῃ","φθίῃ","φθία;φθίω;φθῖος"
"φθίην","φθίην","φθία;φθίω;φθῖος"
"φθινύθεσκε","φθινύθεσκε","φθινύθω"
"φίλα","φίλα","φίλος;φῖλος"
"φίλε","φίλε","φίλος"
"φιλέουσά","φιλέουσά","φιλέω"
"φίλη","φίλη","φίλος;φῖλος;φιλέω"
"φίλῃ","φίλῃ","φίλος;φιλέω"
"φίλην","φίλην","φίλος;φῖλος"
"φιλοκτεανώτατε","φιλοκτεανώτατε","φιλοκτέανος"
"φίλον","φίλον","φίλος"
"φίλος","φίλος","φίλος"
"φίλῳ","φίλῳ","φίλος"
"φλοιόν","φλοιόν","φλοιός"
"φοῖβος","φοῖβος","φοῖβος"
"φοίβῳ","φοίβῳ","φοῖβος"
"φορέουσι","φορέουσι","φορέω"
"φόρμιγγος","φόρμιγγος","φόρμιγξ"
"φράζεαι","φράζεαι","φράζω"
"φράσαι","φράσαι","φράζω"
"φρένα","φρένα","φρήν"
"φρένας","φρένας","φρήν"
"φρένες","φρένες","φρήν"
"φρεσὶ","φρεσὶ","φρήν"
"φρονέοντα","φρονέοντα","φρονέω"
"φρονέων","φρονέων","φρονέω"
"φύγοιμεν","φύγοιμεν","φεύγω"
"φυήν","φυήν","φυή"
"φύλλα","φύλλα","φύλλον"
"φύλλά","φύλλά","φύλλον"
"φύσει","φύσει","φύσις;φύω;φύζω;φύζωφύζω"
"φωνήσας","φωνήσας","φωνέω"
"φωνήσασ̓","φωνήσασ̓","φωνήσασ̓"
"φώνησέν","φώνησέν","φωνέω"
"χαίρετε","χαίρετε","χαίρω"
"χαίρῃς","χαίρῃς","χαίρω"
"χαίρων","χαίρων","χαίρω"
"χαῖται","χαῖται","χαίτη"
"χαλεποί","χαλεποί","χαλεπός"
"χαλκοβατὲς","χαλκοβατὲς","χαλκοβατής"
"χαλκὸς","χαλκὸς","χαλκός"
"χαλκοχιτώνων","χαλκοχιτώνων","χαλκοχίτων"
"χαρίεντ̓","χαρίεντ̓","χαρίεντ̓"
"χεῖρα","χεῖρα","χείρ"
"χεῖρας","χεῖρας","χείρ"
"χεῖρες","χεῖρες","χείρ"
"χειρί","χειρί","χείρ;χειρίς"
"χειρὶ","χειρὶ","χείρ;χειρίς"
"χειρὸς","χειρὸς","χείρ"
"χέοντος","χέοντος","χάω;χέω"
"χέουσα","χέουσα","χάω;χέω"
"χερείονα","χερείονα","χερείων"
"χερείων","χερείων","χερείων"
"χέρηϊ","χέρηϊ","χερείων"
"χερνίψαντο","χερνίψαντο","χερνίπτομαι"
"χερσὶ","χερσὶ","χείρ"
"χερσίν","χερσίν","χείρ"
"χερσὶν","χερσὶν","χείρ"
"χέων","χέων","χάω;χέω"
"χθιζὸς","χθιζὸς","χθιζός"
"χθονὶ","χθονὶ","χθών"
"χόλοιο","χόλοιο","χόλος"
"χόλον","χόλον","χόλος"
"χόλος","χόλος","χόλος"
"χολωθεὶς","χολωθεὶς","χολόομαι;χολόω"
"χολωσέμεν","χολωσέμεν","χολόω"
"χραισμεῖν","χραισμεῖν","χραισμέω"
"χραίσμῃ","χραίσμῃ","χραίσμη;χραισμέω"
"χραίσμωσιν","χραίσμωσιν","χραισμέω"
"χρειὼ","χρειὼ","χρεώ"
"χρὴ","χρὴ","χρή"
"χρυσείοις","χρυσείοις","χρύσεος;χρυσεῖον"
"χρυσέῳ","χρυσέῳ","χρύσεος"
"χρύση","χρύση","χρύση"
"χρυσηΐδα","χρυσηΐδα","χρυσηΐδα"
"χρυσηΐδος","χρυσηΐδος","χρυσηΐδος"
"χρυσηῒς","χρυσηῒς","χρυσηῒς"
"χρύσην","χρύσην","χρύσην"
"χρύσης","χρύσης","χρύσης"
"χρυσόθρονος","χρυσόθρονος","χρυσόθρονος"
"χωομένοιο","χωομένοιο","χάω;χάζομαι;χώομαι"
"χωόμενον","χωόμενον","χάω;χάζομαι;χώομαι"
"χωόμενος","χωόμενος","χάω;χάζομαι;χώομαι"
"χώσεται","χώσεται","χόω;χώομαι"
"ψαμάθοις","ψαμάθοις","ψάμαθος"
"ψυχὰς","ψυχὰς","ψυχή"
"ὤ","ὤ","ὦ"
"ὦ","ὦ","εἰμί;ὦ"
"ᾧ","ᾧ","ὅς"
"ὧδε","ὧδε","ὧδε"
"ὦκα","ὦκα","ὦκα"
"ὠκεανὸν","ὠκεανὸν","ὠκεανός"
"ὠκύμορος","ὠκύμορος","ὠκύμορος"
"ὠκυμορώτατος","ὠκυμορώτατος","ὠκύμορος"
"ὠκυπόροισι","ὠκυπόροισι","ὠκύπορος"
"ὠκὺς","ὠκὺς","ὠκύς"
"ὡμίλησα","ὡμίλησα","ὁμιλέω"
"ὠμοθέτησαν","ὠμοθέτησαν","ὠμοθετέω"
"ὤμοισιν","ὤμοισιν","ὦμος"
"ὤμων","ὤμων","ὦμος"
"ὤνησας","ὤνησας","ὀνίνημι"
"ὤπτησάν","ὤπτησάν","ὀπτάω"
"ὥρμαινε","ὥρμαινε","ὁρμαίνω"
"ὡς","ὡς","ὡς"
"ὥς","ὥς","ὅς;ὡς"
"ὣς","ὣς","ὅς;ὡς"
"ὧς","ὧς","ὡς"
"ὦσε","ὦσε","ὠθέω"
"ὦχ̓","ὦχ̓","ὦχ̓"
"ᾤχετο","ᾤχετο","οἴχομαι"
"ᾠχόμεθ̓","ᾠχόμεθ̓","ᾠχόμεθ̓"
