"","form","lemmata"
"me","me","ego"
"mea","mea","meare;mea;meum;meus"
"meae","meae","mea;meus"
"meam","meam","mea;meus"
"meas","meas","meare;mea;meus"
"mecum","mecum","ego"
"mediam","mediam","medius"
"medici","medici","medicus;medix"
"medicum","medicum","medicus;medix"
"medicus","medicus","medicus"
"medio","medio","mediare;medion;medium;medius"
"medium","medium","medium;medius"
"medius","medius","medius"
"mehercules","mehercules","mehercules"
"mei","mei","meere;mei;meum;meus;ego"
"meiere","meiere","meere;meiare"
"meis","meis","mea;meere;mei;meum;meus"
"mel","mel","mel"
"melicam","melicam","melicus"
"melior","melior","bonus"
"meliora","meliora","bonus;meliorare"
"meliorem","meliorem","bonus;meliorare"
"meliores","meliores","bonus;meliorare"
"melissa","melissa","melissa"
"melius","melius","bonus"
"meliusculae","meliusculae","meliusculus"
"melle","melle","mel"
"meminerimus","meminerimus","meminisse"
"memini","memini","meminisse"
"meminit","meminit","meminisse"
"memorata","memorata","memorare;memorari;memoratus"
"memoriae","memoriae","memoria"
"menecratis","menecratis","menecratis"
"menelaus","menelaus","menelaus"
"menophilae","menophilae","menophilae"
"mensa","mensa","mensa;mensum;metiri"
"mensam","mensam","mensa;metiri"
"mensas","mensas","mensa;metiri"
"mensem","mensem","mensis"
"menses","menses","mensis"
"mensis","mensis","mensa;mensis;mensum;metiri"
"mentem","mentem","mens;mentis"
"mentiar","mentiar","mentire;mentiri"
"mentibus","mentibus","mens;mentis"
"mentio","mentio","mentire;mentio"
"mentior","mentior","mentire;mentiri"
"mentiri","mentiri","mentire;mentiri"
"mento","mento","mento;mentum"
"mentum","mentum","mentum"
"meo","meo","meare;meum;meus"
"meos","meos","mei;meus"
"mera","mera","merum;merus"
"merae","merae","merus"
"meras","meras","merus"
"mercedes","mercedes","merces"
"mercurii","mercurii","mercurius"
"mercurius","mercurius","mercurius"
"meridie","meridie","meridie"
"meritis","meritis","merere;mereri;meritum;meritus"
"mero","mero","merum;merus"
"methodio","methodio","methodium"
"metiri","metiri","metire;metiri"
"metitur","metitur","metere;metire;metiri"
"meum","meum","meum;meus"
"meus","meus","meus"
"mi","mi","mi"
"micam","micam","mica"
"micare","micare","micare"
"micarius","micarius","micarius"
"mih","mih","mih"
"mihi","mihi","ego"
"miles","miles","miles"
"miliarium","miliarium","miliarium;miliarius"
"mille","mille","mille;millus"
"millesimis","millesimis","millesimus"
"milli","milli","millus"
"millia","millia","millia"
"millibus","millibus","millibus"
"milva","milva","milva"
"milvi","milvi","milvus"
"milvinum","milvinum","milvinus"
"milvo","milvo","milvus"
"mimo","mimo","mimus"
"minervae","minervae","minervae"
"minervaque","minervaque","minervaque"
"minima","minima","minimus;parvus"
"minime","minime","minimus;parvus"
"minimis","minimis","minimus;parvus"
"minimo","minimo","minimus;parvus"
"minimum","minimum","minimum;minimus;parvus"
"minio","minio","miniare;minium;minius"
"ministrabat","ministrabat","ministrare"
"ministratoris","ministratoris","ministrator"
"ministri","ministri","minister"
"ministros","ministros","minister"
"minor","minor","minare;minari;minor;parvus"
"minorem","minorem","minorare;minor;parvus"
"minores","minores","minorare;minor;parvus"
"minoris","minoris","minor;parvus"
"minus","minus","minor;minus;parvus"
"minutalia","minutalia","minutalis;minutal"
"minutissima","minutissima","minutus"
"minutus","minutus","minutus;minuere"
"mirabatur","mirabatur","mirare;mirari"
"mirabor","mirabor","mirare;mirari"
"miramur","miramur","mirare;mirari"
"mirantes","mirantes","mirare;mirari"
"miranti","miranti","mirare;mirari"
"mirantibus","mirantibus","mirare;mirari"
"mirantibusque","mirantibusque","mirare;mirari"
"miraremur","miraremur","mirare;mirari"
"mirari","mirari","mirare;mirari"
"miratus","miratus","mirare;mirari"
"miscebat","miscebat","miscere"
"miscellanea","miscellanea","miscellanea;miscellaneus"
"misceri","misceri","miscere"
"miscix","miscix","miscix"
"misella","misella","misellus"
"misello","misello","misellus"
"miseramque","miseramque","miserus;miser;mittere"
"miserat","miserat","miserare;mittere"
"miserentur","miserentur","miserare;miserari;miserere;misereri"
"miseros","miseros","miserus;miser"
"miserrimi","miserrimi","miserrimi"
"misi","misi","mittere"
"misit","misit","mittere"
"missionem","missionem","missio"
"mithridates","mithridates","mithridates"
"mittas","mittas","mittere"
"mittendo","mittendo","mittere"
"mitteremus","mitteremus","mittere"
"mitteretur","mitteretur","mittere"
"mitto","mitto","mittere"
"mobilis","mobilis","mobilis"
"modio","modio","modium;modius"
"modium","modium","modium;modius"
"modo","modo","modo;modus"
"moenia","moenia","moene;moenia"
"mola","mola","molare;mola;molon"
"molestare","molestare","molestare"
"molesto","molesto","molestare;molestus"
"molestus","molestus","molestus"
"molle","molle","mollere;mollis"
"mollem","mollem","mollis"
"mollissima","mollissima","mollis"
"momento","momento","momentum"
"monimenta","monimenta","monimentum"
"monstrosius","monstrosius","monstrosus"
"monumenta","monumenta","monumentum"
"monumenti","monumenti","monumentum"
"monumento","monumento","monumentum"
"monumentum","monumentum","monumentum"
"mopsum","mopsum","mopsum"
"mora","mora","morare;mora;morum;morus"
"morae","morae","mora;morus"
"moratus","moratus","morari;moratus"
"morbosus","morbosus","morbosus"
"mordet","mordet","mordere"
"mordicus","mordicus","mordicus"
"more","more","morus;mos"
"morer","morer","morare;morari"
"mori","mori","morire;mori;morum;morus;mos"
"moriar","moriar","moriri;mori"
"moritur","moritur","morire;moriri;mori"
"morituros","morituros","moriturus"
"mortem","mortem","mors"
"mortui","mortui","mortuus;moriri;mori"
"mortuo","mortuo","mortuus;moriri;mori"
"mortuum","mortuum","mortuus;moriri;mori"
"mortuus","mortuus","mortuus;moriri;mori"
"mos","mos","mos"
"motus","motus","motus;movere"
"movet","movet","movere"
"movetur","movetur","movere"
"movimus","movimus","movere"
"mox","mox","mox"
"mu","mu","mu"
"mucrone","mucrone","mucro"
"mucronem","mucronem","mucro"
"mufrius","mufrius","mufrius"
"mulam","mulam","mula"
"mulier","mulier","mulier"
"mulierem","mulierem","mulierare;mulier"
"mulieres","mulieres","mulierare;mulier"
"mulieris","mulieris","mulier"
"muliones","muliones","mulio"
"mulionum","mulionum","mulio"
"mullos","mullos","mullus"
"mulsi","mulsi","mulcere;mulgere;mulsus"
"mulsum","mulsum","mulcere;mulsus"
"multa","multa","multare;multa;multum;multus"
"multaciam","multaciam","multaciam"
"multas","multas","multare;multa;multus"
"multis","multis","multa;multum;multus"
"multo","multo","multare;multo;multum;multus"
"multos","multos","multus"
"multum","multum","multum;multus"
"mummius","mummius","mummius"
"mundatis","mundatis","mundare"
"mundum","mundum","mundum;mundus"
"munere","munere","munus"
"muneris","muneris","munus"
"munus","munus","munus"
"muraena","muraena","muraena"
"murem","murem","murare;mus"
"mures","mures","murare;mus"
"muria","muria","muria"
"mus","mus","mus"
"musae","musae","musae"
"muscae","muscae","musca"
"muscarium","muscarium","muscarium;muscarius"
"mustella","mustella","mustella"
"muta","muta","mutare;mutus"
"mutabo","mutabo","mutare"
"mutae","mutae","mutus"
"mutatum","mutatum","mutare;mutatus"
"muttis","muttis","muttire"
"mutuemur","mutuemur","mutuare;mutuari"
"n","n","n"
"nacti","nacti","nancisci"
"nactus","nactus","nancisci"
"nam","nam","nam"
"nardi","nardi","nardum;nardus"
"narra","narra","narrare"
"narrabo","narrabo","narrare"
"narrare","narrare","narrare"
"narras","narras","narrare"
"narratis","narratis","narrare"
"nascantur","nascantur","nasci"
"nascebatur","nascebatur","nascere;nasci"
"nasceretur","nasceretur","nascere;nasci"
"nasci","nasci","nasci"
"nascitur","nascitur","nascere;nasci"
"nascuntur","nascuntur","nasci"
"naso","naso","nasum;nasus"
"nastae","nastae","nastae"
"nata","nata","nasci;natare;nata;natus"
"natabant","natabant","natare"
"natali","natali","natale;natalis"
"natanti","natanti","natare"
"natare","natare","natare"
"nati","nati","nasci;natis;natus"
"natu","natu","nare;natus"
"natum","natum","nare;nasci;natus"
"natura","natura","nare;nasci;natura"
"naturam","naturam","nare;nasci;natura"
"natus","natus","nasci;natus"
"naufragarunt","naufragarunt","naufragare"
"nausea","nausea","nauseare;nausea"
"naves","naves","navare;navis"
"navigem","navigem","navigare"
"navis","navis","navis;navus"
"ne","ne","nere;ne"
"nebula","nebula","nebula"
"nec","nec","nec"
"necdum","necdum","necdum"
"necesse","necesse","necesse"
"negabitis","negabitis","negare"
"negatum","negatum","negare"
"negavi","negavi","negare"
"negavit","negavit","negare"
"negligentia","negligentia","negligentia"
"negotia","negotia","negotium"
"negotians","negotians","negotians;negotiari"
"negotiari","negotiari","negotiari"
"negotiatione","negotiatione","negotiatio"
"negotiationem","negotiationem","negotiatio"
"negotio","negotio","negotium"
"negotium","negotium","negotium"
"neminem","neminem","nemo"
"nemini","nemini","nemen;nemo;nere"
"nemo","nemo","nemo"
"nenias","nenias","nenia"
"neptunus","neptunus","neptunus"
"nequam","nequam","nequam"
"nequissimi","nequissimi","nequam"
"nequissimus","nequissimus","nequam"
"nequitiae","nequitiae","nequitia"
"nervia","nervia","nervia;nervium"
"nesapium","nesapium","nesapius"
"nesciebam","nesciebam","nescire"
"nesciet","nesciet","nescire"
"nescio","nescio","nescire;nescius"
"nescit","nescit","nescire"
"nescitis","nescitis","nescire"
"neuter","neuter","neuter"
"neutrum","neutrum","neuter"
"nexis","nexis","nectere;nexum;nexus"
"niceronem","niceronem","niceronem"
"niceros","niceros","niceros"
"nicerotem","nicerotem","nicerotem"
"nidum","nidum","nidum;nidus"
"niger","niger","niger"
"nigram","nigram","niger"
"nigras","nigras","nigrare;niger"
"nigris","nigris","niger"
"nihil","nihil","nihil"
"nihilo","nihilo","nihilum"
"nil","nil","nil"
"niobam","niobam","niobam"
"nisi","nisi","nisi;niti"
"nivatam","nivatam","nivatus"
"nobis","nobis","ego"
"nocte","nocte","nox"
"nocturnae","nocturnae","nocturnus"
"nocturnas","nocturnas","nocturnus"
"nocturnus","nocturnus","nocturnus"
"nolentem","nolentem","nolle"
"noli","noli","nolle"
"nolit","nolit","nolle"
"nolite","nolite","nolle"
"nolo","nolo","nolle"
"noluerit","noluerit","nolle"
"noluisses","noluisses","nolle"
"noluit","noluit","nolle"
"nolunt","nolunt","nolle"
"nomen","nomen","nomen;nome"
"nomenculator","nomenculator","nomenculator"
"nomina","nomina","nomen;nominare"
"nominabitur","nominabitur","nominare"
"nomine","nomine","nomen;nomos;nomus"
"non","non","non"
"nondum","nondum","nondum"
"norbano","norbano","norbano"
"norbanum","norbanum","norbanum"
"norico","norico","norico"
"nos","nos","ego"
"nosse","nosse","noscere"
"noster","noster","noster"
"nosti","nosti","noscere"
"nostra","nostra","noster"
"nostrae","nostrae","noster"
"nostram","nostram","noster"
"nostras","nostras","nostras;noster"
"nostri","nostri","noster;ego"
"nostros","nostros","noster"
"nostrum","nostrum","noster;ego"
"notabantur","notabantur","notare"
"notaverim","notaverim","notare"
"notavi","notavi","notare"
"notavimus","notavimus","notare"
"notavimusque","notavimusque","notare"
"notavique","notavique","notare"
"notavit","notavit","notare"
"notus","notus","noscere;notus"
"nova","nova","novare;novum;novus"
"novas","novas","novare;novus"
"novendiale","novendiale","novendialis"
"noveram","noveram","noscere"
"noverat","noverat","noscere"
"noveratis","noveratis","noscere"
"noverit","noverit","noscere"
"novi","novi","noscere;novum;novus"
"novimus","novimus","noscere"
"novitas","novitas","novitas"
"novo","novo","novare;novum;novus"
"novos","novos","novus"
"novum","novum","novum;novus"
"nox","nox","nox"
"nucibusque","nucibusque","nux"
"nudam","nudam","nudus"
"nudavit","nudavit","nudare"
"nudis","nudis","nudus"
"nudisque","nudisque","nudus"
"nudos","nudos","nudus"
"nugae","nugae","nugae;nugus"
"nugarum","nugarum","nugae;nugus"
"nugax","nugax","nugax"
"nulla","nulla","nullus"
"nullam","nullam","nullus"
"nullius","nullius","nemo;nullus"
"nullo","nullo","nemo;nullus"
"nullum","nullum","nullus"
"nullus","nullus","nullus"
"numera","numera","numerare"
"numerabat","numerabat","numerare"
"numerantem","numerantem","numerare"
"numerasti","numerasti","numerare"
"numero","numero","numerare;numero;numerus"
"numerum","numerum","numerus"
"numidica","numidica","numidica"
"nummis","nummis","nummus"
"nummorum","nummorum","nummus"
"nummos","nummos","nummus"
"nummularium","nummularium","nummularius"
"nummularius","nummularius","nummularius"
"nummum","nummum","nummus"
"numquid","numquid","numquid"
"nunc","nunc","nunc"
"nune","nune","nune"
"nunquam","nunquam","nunquam"
"nuntiaretur","nuntiaretur","nuntiare"
"nuptam","nuptam","nubere;nupta"
"nusquam","nusquam","nusquam"
"nutricas","nutricas","nutricare"
"o","o","o"
"ob","ob","ob"
"obduxi","obduxi","obducere"
"obiit","obiit","obire"
"obiter","obiter","obiter"
"obiurgari","obiurgari","obiurgare"
"obligati","obligati","obligare;obligatus"
"obliti","obliti","oblinere;oblivisci"
"oblitum","oblitum","oblinere;oblivisci"
"oblitus","oblitus","oblinere;oblivisci"
"obliviscar","obliviscar","oblivisci"
"oblivisceretur","oblivisceretur","oblivisci"
"obrussa","obrussa","obrussa"
"obsonatores","obsonatores","obsonator"
"obsonium","obsonium","obsonium"
"occasionem","occasionem","occasio"
"occidi","occidi","occidere;occidium"
"occidisses","occidisses","occidere"
"occidit","occidit","occidere"
"occupaverat","occupaverat","occupare"
"occupavit","occupavit","occupare"
"occuponem","occuponem","occupo"
"occurrit","occurrit","occurrere"
"oclopetam","oclopetam","oclopeta"
"ocream","ocream","ocrea"
"octingenta","octingenta","octingenti"
"oculi","oculi","oculus"
"oculis","oculis","oculus"
"oculo","oculo","oculare;oculus"
"oculos","oculos","oculus"
"oculum","oculum","oculus"
"odaria","odaria","odarium"
"odi","odi","odire;odisse;odium"
"odyssian","odyssian","odyssian"
"offenderit","offenderit","offendere"
"offendit","offendit","offendere"
"offensus","offensus","offendere;offensus"
"officii","officii","officium"
"officio","officio","officere;officium"
"officiosus","officiosus","officiosus"
"officium","officium","officium"
"offla","offla","offla"
"offlam","offlam","offla"
"oleo","oleo","olere;oleum"
"olim","olim","olim"
"oliorum","oliorum","oliorum"
"olivas","olivas","olivare;oliva"
"olla","olla","olla"
"olunt","olunt","olere"
"olympium","olympium","olympium"
"omne","omne","omnis"
"omnem","omnem","omnis"
"omnes","omnes","omnis"
"omnesque","omnesque","omnis"
"omnia","omnia","omnis"
"omniaque","omniaque","omnis"
"omnibus","omnibus","omnis"
"omnis","omnis","omnis"
"omnium","omnium","omnis"
"onagro","onagro","onagrus;onager"
"onera","onera","onerare;onus"
"onerare","onerare","onerare"
"oneratas","oneratas","onerare"
"oneratusque","oneratusque","onerare"
"oneravi","oneravi","onerare"
"opem","opem","ops"
"opera","opera","operare;opera;opus"
"operae","operae","opera"
"operam","operam","opera"
"operire","operire","operire"
"opertis","opertis","opertum;opertus;operire"
"opimianum","opimianum","opimianum"
"oportet","oportet","oportet"
"opponerent","opponerent","opponere"
"opportunissimam","opportunissimam","opportunus"
"oppressit","oppressit","opprimere"
"optarunt","optarunt","optare"
"optas","optas","optare;optus"
"optime","optime","bonus;optimus"
"optimum","optimum","bonus;optimus"
"orare","orare","orare"
"orbe","orbe","orbis;orbus"
"orbem","orbem","orbare;orbis"
"orbis","orbis","orbis;orbus"
"orcus","orcus","orcus"
"oricularios","oricularios","oricularius"
"ornataphaleris","ornataphaleris","ornataphaleris"
"oro","oro","orare;orum"
"ortum","ortum","ortus;oriri"
"os","os","os"
"oscula","oscula","osculare;osculum"
"osculari","osculari","osculare;osculari"
"osculataque","osculataque","osculare;osculari"
"osculatique","osculatique","osculare;osculari"
"ossa","ossa","ossa;ossum;os"
"ossucula","ossucula","ossuculum"
"ostendam","ostendam","ostendere"
"ostenderet","ostenderet","ostendere"
"ostiarii","ostiarii","ostiarium;ostiarius"
"ostiarius","ostiarius","ostiarius"
"ostio","ostio","ostium"
"ostium","ostium","ostium"
"ostrea","ostrea","ostrea;ostreum"
"otio","otio","otium"
"ova","ova","ovare;ovum"
"ovaque","ovaque","ovare;ovum"
"oves","oves","ovare;ovis"
"ovillam","ovillam","ovillus"
"ovum","ovum","ovum"
"oxycomina","oxycomina","oxycominum"
"paene","paene","paene"
"paenitebit","paenitebit","paenitere"
"palam","palam","palam;pala"
"palamedes","palamedes","palamedes"
"palato","palato","palare;palari;palatum;palatus"
"paleam","paleam","palea"
"pallavit","pallavit","pallavit"
"palliis","palliis","pallium"
"pallio","pallio","palliare;pallium"
"palmam","palmam","palma"
"palmulis","palmulis","palmula;palmulus"
"palumbum","palumbum","palumbus"
"pane","pane","pane;panis;panus"
"panem","panem","panis"
"panemque","panemque","panis"
"panis","panis","pana;pane;panis;panus"
"pannos","pannos","pannus"
"pansae","pansae","pandere;pansa"
"pantomimi","pantomimi","pantomimus"
"papavere","papavere","papaver"
"parandos","parandos","parare"
"parari","parari","parare;pararius"
"parata","parata","parare;paratus"
"parati","parati","parare;paratus"
"paratissimus","paratissimus","paratus"
"paratus","paratus","parare;paratus"
"paravi","paravi","parare"
"paravit","paravit","parare"
"parcae","parcae","parcus"
"parce","parce","parcere;parcus"
"parem","parem","parare;par"
"parentalia","parentalia","parentalis"
"parentat","parentat","parentare"
"parentini","parentini","parentini"
"pariete","pariete","paries"
"parietem","parietem","paries"
"parietes","parietes","paries"
"parit","parit","parere;pascere;pavere"
"pariter","pariter","paritare;par"
"paronychia","paronychia","paronychium"
"paropsidem","paropsidem","paropsidem"
"paropsides","paropsides","paropsis"
"paropsis","paropsis","paropsis"
"parram","parram","parra"
"parsero","parsero","parcere"
"parte","parte","pars;parere"
"partem","partem","pars"
"partes","partes","pars"
"partis","partis","pars;partire;parere"
"partitus","partitus","partire;partiri"
"parum","parum","parum;parus"
"parvo","parvo","parvus"
"pascitur","pascitur","pascere;pasci"
"pasco","pasco","pascere"
"pascunt","pascunt","pascere"
"passam","passam","pandere;passus;pati"
"passeres","passeres","passer"
"passis","passis","pandere;passum;passus;pati"
"pataracina","pataracina","pataracina"
"patentibus","patentibus","patens;patere"
"pater","pater","pater"
"pateram","pateram","patera"
"paternum","paternum","paternus"
"patiaris","patiaris","patere;pati"
"patrem","patrem","patrare;pater"
"patri","patri","patrium;patrius;pater"
"patria","patria","patria;patrium;patrius"
"patriae","patriae","patria;patrius"
"patrimonio","patrimonio","patrimonium"
"patrimonium","patrimonium","patrimonium"
"patris","patris","pater"
"patroni","patroni","patronus"
"patrono","patrono","patronus"
"paucos","paucos","paucus"
"paulisper","paulisper","paulisper"
"paulo","paulo","paulo;paulum;paulus"
"paululum","paululum","paululum;paululus"
"pauper","pauper","pauper"
"pauperorum","pauperorum","pauperorum"
"pavimento","pavimento","pavimentare;pavimentum"
"pavimentum","pavimentum","pavimentum"
"pavo","pavo","pavo;pavus"
"pavonina","pavonina","pavoninus"
"pavonis","pavonis","pavo"
"pax","pax","pax"
"peccat","peccat","peccare"
"peccatum","peccatum","peccare;peccatum;peccatus"
"peccavit","peccavit","peccare"
"pecora","pecora","pecus"
"pectinesque","pectinesque","pecten;pectinare"
"peculii","peculii","peculium"
"peculium","peculium","peculium"
"pecunia","pecunia","pecunia"
"pecunias","pecunias","pecunia"
"pedale","pedale","pedalis"
"pede","pede","pedere;pedis;pes"
"pedem","pedem","pedare;pedis;pes"
"pedes","pedes","pedare;pedere;pedes;pedis;pes"
"pedesque","pedesque","pedare;pedere;pedes;pedis;pes"
"pedibus","pedibus","pedis;pes"
"peduclum","peduclum","peduclus"
"pedum","pedum","pedum;pes"
"pegasus","pegasus","pegasus"
"peius","peius","malus;peior"
"pelagiis","pelagiis","pelagia;pelagium;pelagius"
"pelve","pelve","pelvis"
"pendebant","pendebant","pendere"
"pendebat","pendebat","pendere"
"pendentia","pendentia","pendere"
"pendentibus","pendentibus","pendere"
"pendere","pendere","pendere"
"penes","penes","penes;penis"
"pensa","pensa","pendere;pensare;pensum;pensus"
"penthiacum","penthiacum","penthiacum"
"per","per","per"
"perbasiamus","perbasiamus","perbasiare"
"perbonam","perbonam","perbonus"
"percolopabant","percolopabant","percolopare"
"percoqui","percoqui","percoquere"
"percucurrit","percucurrit","percurrere"
"perculit","perculit","percellere"
"percussit","percussit","percutere"
"percussores","percussores","percussor"
"perdiderat","perdiderat","perdere"
"perdiderit","perdiderit","perdere"
"perdiderunt","perdiderunt","perdere"
"perdidisse","perdidisse","perdere"
"perdidisset","perdidisset","perdere"
"perdidit","perdidit","perdere"
"perduxit","perduxit","perducere"
"pereant","pereant","perire"
"peregrina","peregrina","peregrinus"
"perfodit","perfodit","perfodere"
"perfunde","perfunde","perfundere"
"perfusum","perfusum","perfundere"
"perfusus","perfusus","perfundere"
"pergula","pergula","pergula"
"periclitaretur","periclitaretur","periclitari"
"periculo","periculo","periculum"
"periisse","periisse","periisse"
"periit","periit","perire"
"perima","perima","perima"
"perire","perire","perire;periri"
"periscelides","periscelides","periscelis"
"peristasim","peristasim","peristasim"
"perlegimus","perlegimus","perlegere;perligere"
"permittetis","permittetis","permittere"
"permitto","permitto","permittere"
"perna","perna","perna"
"pernae","pernae","perna"
"perperam","perperam","perperam;perperus"
"perse","perse","perse"
"persecutus","persecutus","persequi"
"persequi","persequi","persequi"
"perseverat","perseverat","perserere;perseverare"
"persica","persica","persica"
"persuadeam","persuadeam","persuadere"
"persuadeo","persuadeo","persuadere"
"pertinere","pertinere","pertinere"
"pertinet","pertinet","pertinere"
"pertundimus","pertundimus","pertundere"
"perveneramus","perveneramus","pervenire"
"pervenero","pervenero","pervenire"
"perveni","perveni","pervenire"
"pervenimus","pervenimus","pervenire"
"pervenirem","pervenirem","pervenire"
"perventum","perventum","pervenire"
"perversa","perversa","perversare;perversus;pervertere"
"pessime","pessime","malus;pessimus"
"pessum","pessum","pessum;pessus"
"petauristarii","petauristarii","petauristarius"
"petauristarios","petauristarios","petauristarius"
"petauristarius","petauristarius","petauristarius"
"petii","petii","petere"
"petiit","petiit","petere"
"petissemus","petissemus","petissere"
"petraitis","petraitis","petraitis"
"petunt","petunt","petere"
"phaecasiaeque","phaecasiaeque","phaecasiae"
"phaleratis","phaleratis","phaleratus"
"phantasia","phantasia","phantasia"
"phialam","phialam","phiala"
"philargyre","philargyre","philargyre"
"philargyro","philargyro","philargyro"
"phileronem","phileronem","phileronem"
"phileros","phileros","phileros"
"philerosque","philerosque","philerosque"
"philologiam","philologiam","philologia"
"philosophos","philosophos","philosophus"
"philosophum","philosophum","philosophus"
"phreneticus","phreneticus","phreneticus"
"piam","piam","pius"
"pica","pica","picare;pica"
"picta","picta","pictus;pingere"
"pictas","pictas","pictus;pingere"
"pictor","pictor","pictor"
"pictum","pictum","pictus;pingere"
"picturas","picturas","pictura;pingere"
"pictus","pictus","pictus;pingere"
"pietaticultrix","pietaticultrix","pietaticultrix"
"pila","pila","pilare;pila;pilum"
"pilabat","pilabat","pilare"
"pilas","pilas","pilare;pila"
"pilavit","pilavit","pilare"
"pili","pili","pilum;pilus"
"pilleata","pilleata","pilleatus"
"pilleatus","pilleatus","pilleatus"
"pilleum","pilleum","pilleum;pilleus"
"pingit","pingit","pingere"
"pinguem","pinguem","pinguis"
"pingui","pingui","pinguis"
"pinguissimam","pinguissimam","pinguis"
"pinna","pinna","pinna"
"pinnis","pinnis","pinna"
"piper","piper","piper"
"piperato","piperato","piperatus"
"piperatum","piperatum","piperatus"
"piscatores","piscatores","piscator"
"piscem","piscem","piscis"
"pisces","pisces","piscis"
"piscesque","piscesque","piscis"
"piscibus","piscibus","piscis"
"pisciculum","pisciculum","pisciculus"
"piscinam","piscinam","piscina"
"pistor","pistor","pistare;pistor"
"pistore","pistore","pistor"
"pistores","pistores","pistor"
"pistoria","pistoria","pistorius"
"pistoribus","pistoribus","pistor"
"pistrinum","pistrinum","pistrinum"
"pisum","pisum","pinsere;pisum"
"pittacia","pittacia","pittacium"
"pius","pius","pius"
"placavit","placavit","placare"
"placebat","placebat","placere"
"placemus","placemus","placare;placere"
"placens","placens","placere"
"placent","placent","placare;placere"
"placenta","placenta","placenta"
"placentae","placentae","placenta"
"placentis","placentis","placenta;placere"
"placeret","placeret","placere"
"placet","placet","placare;placere"
"placuissent","placuissent","placere"
"plaga","plaga","plagare;plaga"
"plagas","plagas","plagare;plaga"
"plagis","plagis","plaga"
"planctus","planctus","planctus;plangere"
"plane","plane","planus"
"plangeret","plangeret","plangere"
"plaudebat","plaudebat","plaudere"
"plaudentem","plaudentem","plaudere"
"plausum","plausum","plaudere;plausus"
"plena","plena","plenus"
"plenis","plenis","plenus"
"plenum","plenum","plenus"
"plocame","plocame","plocamos"
"plodo","plodo","plodere"
"plorantem","plorantem","plorare"
"plorare","plorare","plorare"
"ploras","ploras","plorare"
"ploravit","ploravit","plorare"
"plores","plores","plorare"
"ploro","ploro","plorare"
"plovebat","plovebat","plovebat"
"plumato","plumato","plumare;plumatus"
"plumbum","plumbum","plumbum"
"plures","plures","multus"
"plurima","plurima","multus"
"plurimi","plurimi","multus"
"plurimum","plurimum","multus"
"pluris","pluris","pluere"
"plus","plus","multus"
"plussciae","plussciae","plusscius"
"poculis","poculis","poculum"
"poculo","poculo","poculum"
"poculumque","poculumque","poculum"
"podagricus","podagricus","podagricus"
"poemata","poemata","poema"
"poenae","poenae","poena"
"poenam","poenam","poena"
"poetarum","poetarum","poeta;poetes"
"pollicem","pollicem","pollex"
"pollices","pollices","pollex;pollicere"
"polymita","polymita","polymitus"
"poma","poma","pomum"
"pompam","pompam","pompa"
"pompeiani","pompeiani","pompeiani"
"pompeianis","pompeianis","pompeianis"
"pompeio","pompeio","pompeio"
"pompeius","pompeius","pompeius"
"pomum","pomum","pomum;pomus"
"ponas","ponas","ponere"
"ponderis","ponderis","pondus"
"ponderosa","ponderosa","ponderosus"
"pondo","pondo","pondo"
"pondus","pondus","pondus"
"ponebat","ponebat","ponere"
"ponetis","ponetis","ponere"
"ponticuli","ponticuli","ponticulus"
"poposcerat","poposcerat","poscere"
"poposci","poposci","poscere"
"poposcisset","poposcisset","poscere"
"poposcit","poposcit","poscere"
"populi","populi","populus"
"populum","populum","populus"
"populus","populus","populus"
"poqanei","poqanei","poqanei"
"porcelli","porcelli","porcellus"
"porcique","porcique","porcus"
"porco","porco","porcus"
"porcos","porcos","porcus"
"porcum","porcum","porcus"
"porcus","porcus","porcus"
"porreximus","porreximus","porricere;porrigere"
"porrexit","porrexit","porricere;porrigere"
"porri","porri","porrum;porrus"
"porro","porro","porro;porrum;porrus"
"portare","portare","portare"
"portenta","portenta","portendere;portentum"
"porticu","porticu","porticus"
"porticum","porticum","porticus"
"porticus","porticus","porticus"
"posita","posita","ponere"
"positam","positam","ponere"
"positi","positi","ponere"
"posito","posito","ponere"
"positum","positum","ponere;positus"
"positus","positus","ponere;positus"
"positusque","positusque","ponere;positus"
"posse","posse","posse"
"posses","posses","posse"
"posset","posset","posse"
"possideam","possideam","possidere"
"possideo","possideo","possidere"
"possides","possides","possidere"
"possidet","possidet","possidere"
"possit","possit","posse"
"post","post","post"
"poste","poste","ponere;poste;postis"
"postea","postea","postea"
"postibus","postibus","postis"
"postquam","postquam","postquam"
"posuerunt","posuerunt","ponere"
"posui","posui","ponere"
"posuit","posuit","ponere"
"potabant","potabant","potare"
"potantibus","potantibus","potare"
"potare","potare","potare"
"pote","pote","potare;potis;potus"
"potentiae","potentiae","potentia"
"poteram","poteram","posse"
"poterat","poterat","posse"
"potes","potes","posse;potare;potis"
"potest","potest","posse"
"potestatem","potestatem","potestas"
"potio","potio","potire;potio"
"potione","potione","potire;potio"
"potionem","potionem","potionare;potio"
"potionemque","potionemque","potionare;potio"
"potiones","potiones","potionare;potio"
"potiunculis","potiunculis","potiuncula"
"potius","potius","potis;potius;potus"
"potuero","potuero","posse"
"potui","potui","posse;potus"
"potuisse","potuisse","posse"
"potuisses","potuisses","posse"
"potuit","potuit","posse"
"prae","prae","prae"
"praecedentibus","praecedentibus","praecedere"
