"","form","lemmata"
"grandi","grandi","grandire<v>;grandis<adj>"
"granis","granis","grana<n>;granum<n>;granus<n>"
"grata","grata","gratus<adj>"
"gratia","gratia","gratia<n>"
"gratiam","gratiam","gratia<n>"
"gratias","gratias","gratia<n>"
"gratis","gratis","gratis<adv>;gratus<adj>"
"gravis","gravis","gravire<v>;gravis<adj>"
"gravitatem","gravitatem","gravitas<n>"
"graviter","graviter","gravis<adj>"
"gregem","gregem","gregare<v>;grex<n>"
"gremio","gremio","gremium<n>;gremius<n>"
"gremioque","gremioque","gremium<n>;gremius<n>"
"gressus","gressus","gradi<v>;gressus<n>"
"gurgitem","gurgitem","gurges<n>"
"gustabunt","gustabunt","gustare<v>"
"gustantibus","gustantibus","gustare<v>"
"gustare","gustare","gustare<v>"
"gustasset","gustasset","gustare<v>"
"gustatio","gustatio","gustatio<n>"
"gustatoria","gustatoria","gustatorium<n>"
"gusti","gusti","gustum<n>"
"gustum","gustum","gustum<n>;gustus<n>"
"gypsatae","gypsatae","gypsare<v>;gypsatus<adj>"
"gypsatas","gypsatas","gypsare<v>;gypsatus<adj>"
"habeam","habeam","habere<v>"
"habeant","habeant","habere<v>"
"habeas","habeas","habere<v>"
"habeat","habeat","habere<v>"
"habeatis","habeatis","habere<v>"
"habebam","habebam","habere<v>"
"habebamus","habebamus","habere<v>"
"habebant","habebant","habere<v>"
"habebas","habebas","habere<v>"
"habebat","habebat","habere<v>"
"habeberis","habeberis","habere<v>"
"habebis","habebis","habere<v>"
"habebit","habebit","habere<v>"
"habebo","habebo","habere<v>"
"habemus","habemus","habere<v>"
"habent","habent","habere<v>"
"habeo","habeo","habere<v>"
"habere","habere","habere<v>"
"haberem","haberem","habere<v>"
"haberemus","haberemus","habere<v>"
"haberent","haberent","habere<v>"
"haberet","haberet","habere<v>"
"habes","habes","habere<v>"
"habet","habet","habere<v>"
"habetis","habetis","habere<v>"
"habinna","habinna","habinna"
"habinnae","habinnae","habinnae"
"habinnam","habinnam","habinnam"
"habinnamque","habinnamque","habinnamque"
"habinnas","habinnas","habinnas"
"habitabamus","habitabamus","habitare<v>"
"habitabat","habitabat","habitare<v>"
"habitandum","habitandum","habitare<v>"
"habitant","habitant","habitare<v>"
"habitasse","habitasse","habitare<v>"
"habituri","habituri","habere<v>;habiturire<v>"
"habui","habui","habere<v>"
"habuimus","habuimus","habere<v>"
"habuisse","habuisse","habere<v>"
"habuistis","habuistis","habere<v>"
"habuit","habuit","habere<v>"
"hac","hac","hac<adv>;hic<pro>"
"haec","haec","hic<pro>"
"hanc","hanc","hic<pro>"
"hane","hane","hane"
"hannibal","hannibal","hannibal"
"harenam","harenam","harena<n>"
"harundinibus","harundinibus","harundo<n>"
"has","has","hic<pro>"
"hastisque","hastisque","hasta<n>"
"haurit","haurit","haurire<v>"
"hederisque","hederisque","hedera<n>"
"helena","helena","helena"
"hepatia","hepatia","hepatias<n>;hepatia<n>"
"herae","herae","hera<n>"
"herbis","herbis","herba<n>;herbum<n>"
"hercules","hercules","hercules"
"herculis","herculis","herculis"
"heredem","heredem","heres<n>"
"hereditatem","hereditatem","hereditas<n>"
"heri","heri","heri<adv>;herus<n>"
"hermeros","hermeros","hermeros"
"hermerotis","hermerotis","hermerotis"
"hermogenis","hermogenis","hermogenis"
"heu","heu","heu<intj>"
"hi","hi","hic<pro>"
"hic","hic","hic<adv>;hic<pro>"
"hie","hie","hie"
"hiemis","hiemis","hiems<n>"
"hilares","hilares","hilarare<v>;hilaris<adj>"
"hilaresque","hilaresque","hilarare<v>;hilaris<adj>"
"hilaria","hilaria","hilaris<adj>;hilaria<n>"
"hilaritas","hilaritas","hilaritas<n>"
"hilaritate","hilaritate","hilaritas<n>"
"hilaritatem","hilaritatem","hilaritas<n>"
"hilarius","hilarius","hilaris<adj>;hilarus<adj>"
"hinc","hinc","hinc<adv>"
"hinec","hinec","hinec"
"hipparchum","hipparchum","hipparchum"
"hircus","hircus","hircus<n>"
"his","his","hic<pro>"
"hispanum","hispanum","hispanum"
"histrionem","histrionem","histrio<n>"
"hoc","hoc","hic<pro>;hoc<adv>"
"hodie","hodie","hodie<adv>"
"holera","holera","holus<n>"
"homeristae","homeristae","homeristae"
"homeristas","homeristas","homeristas"
"homeros","homeros","homeros"
"homerum","homerum","homerum"
"hominem","hominem","homo<n>"
"homines","homines","homo<n>"
"homini","homini","homo<n>"
"homo","homo","homo<n>"
"homuncio","homuncio","homuncio<n>"
"homuncionem","homuncionem","homuncio<n>"
"homunciones","homunciones","homuncio<n>"
"honestam","honestam","honestus<adj>"
"honeste","honeste","honestus<adj>"
"honestiorem","honestiorem","honestus<adj>"
"honestiores","honestiores","honestus<adj>"
"honestissimus","honestissimus","honestus<adj>"
"honestos","honestos","honesti<n>;honestus<adj>"
"honoratus","honoratus","honorare<v>;honoratus<adj>"
"horas","horas","hora<n>"
"horologium","horologium","horologium<n>"
"horreum","horreum","horreum<n>;horreus<n>"
"horribilem","horribilem","horribilis<adj>"
"hortatusque","hortatusque","hortare<v>;hortari<v>;hortatus<n>"
"horti","horti","hortus<n>"
"hortis","hortis","hortus<n>"
"horum","horum","hic<pro>"
"hos","hos","hic<pro>"
"hospita","hospita","hospita<n>;hospitus<adj>"
"hospitari","hospitari","hospitari<v>"
"hospitem","hospitem","hospes<n>"
"hospites","hospites","hospes<n>"
"hospitium","hospitium","hospitium<n>"
"huc","huc","huc<adv>"
"huic","huic","hic<pro>"
"huius","huius","hic<pro>"
"huiusmodi","huiusmodi","huiusmodi"
"humanae","humanae","humanus<adj>"
"humanis","humanis","humana<n>;humanus<adj>;humanus<n>"
"humanitatem","humanitatem","humanitas<n>"
"humanitati","humanitati","humanitas<n>"
"humiles","humiles","humilare<v>;humilis<adj>"
"hunc","hunc","hic<pro>"
"hune","hune","hune"
"hydraule","hydraule","hydraules<n>;hydraulus<n>"
"iacebat","iacebat","iacere<v>"
"iacent","iacent","iacere<v>"
"iacentem","iacentem","iacere<v>"
"iacet","iacet","iacere<v>"
"iactans","iactans","iactans<adj>;iactare<v>"
"iactaret","iactaret","iactare<v>"
"iactat","iactat","iactare<v>"
"iactationem","iactationem","iactatio<n>"
"iactura","iactura","iactura<n>;iacere<v>"
"iam","iam","iam<adv>"
"iamveterem","iamveterem","iamveterem"
"ianuam","ianuam","ianua<n>"
"ianuarias","ianuarias","ianuarias"
"iatraliptae","iatraliptae","iatraliptes<n>"
"ibant","ibant","ire<v>"
"ibat","ibat","ire<v>"
"ibi","ibi","ibis<n>;ibi<adv>"
"icurae","icurae","icurae"
"id","id","is<pro>"
"idem","idem","idem<pro>"
"idemque","idemque","idem<pro>"
"ideo","ideo","ideo<adv>"
"idonea","idonea","idoneus<adj>"
"ieiunium","ieiunium","ieiunium<n>"
"igitur","igitur","igitur<conj>"
"ignes","ignes","ignere<v>;ignis<n>"
"ignoscerem","ignoscerem","ignoscere<v>"
"ignoscet","ignoscet","ignoscere<v>"
"ignoscetis","ignoscetis","ignoscere<v>"
"ignoscite","ignoscite","ignoscere<v>"
"ii","ii","ire<v>;is<pro>;ii<num>"
"iiberta","iiberta","iiberta"
"iii","iii","iii<num>"
"iliada","iliada","iliada"
"ilium","ilium","ile<n>;ilia<n>;ilium<n>"
"illa","illa","illa<adv>;ille<pro>"
"illac","illac","illac<adv>"
"illae","illae","ille<pro>"
"illam","illam","ille<pro>"
"ille","ille","ille<pro>"
"illi","illi","ille<pro>;illi<adv>"
"illic","illic","illic<adv>"
"illinc","illinc","illinc<adv>"
"illis","illis","ille<pro>"
"illius","illius","ille<pro>"
"illo","illo","ille<pro>;illo<adv>"
"illoc","illoc","illoc<adv>"
"illos","illos","ille<pro>"
"illuc","illuc","illuc<adv>"
"illud","illud","ille<pro>"
"illum","illum","ille<pro>"
"imaginem","imaginem","imaginare<v>;imago<n>"
"imagines","imagines","imaginare<v>;imago<n>"
"imitari","imitari","imitare<v>;imitari<v>"
"imitatus","imitatus","imitari<v>;imitatus<n>"
"imminerent","imminerent","imminere<v>"
"immiserat","immiserat","immittere<v>"
"immisit","immisit","immittere<v>"
"immo","immo","immo<adv>"
"imo","imo","imo<adv>;imum<n>;imus<adj>"
"impegi","impegi","impingere<v>"
"impegit","impegit","impingere<v>"
"impendat","impendat","impendere<v>"
"imperant","imperant","imperare<v>"
"imperat","imperat","imperare<v>"
"imperiosi","imperiosi","imperiosus<adj>"
"impetres","impetres","impetrare<v>"
"impingit","impingit","impingere<v>"
"implevimus","implevimus","implere<v>"
"implevit","implevit","implere<v>"
"imponet","imponet","imponere<v>"
"impositum","impositum","imponere<v>;impositus<n>"
"impositus","impositus","imponere<v>;impositus<n>"
"imposuerat","imposuerat","imponere<v>"
"imposuit","imposuit","imponere<v>"
"imprecetur","imprecetur","imprecari<v>"
"improbe","improbe","improbus<adj>"
"improbo","improbo","improbare<v>;improbus<adj>"
"impropero","impropero","improperare<v>;improperus<adj>"
"imprudens","imprudens","imprudens<adj>"
"imprudentibus","imprudentibus","imprudens<adj>"
"imus","imus","imus<adj>;ire<v>"
"in","in","in<prep>"
"inaequale","inaequale","inaequalis<adj>"
"inaudito","inaudito","inaudire<v>;inauditus<adj>"
"inauratae","inauratae","inaurare<v>;inauratus<adj>"
"inauratos","inauratos","inaurare<v>;inauratus<adj>"
"incendio","incendio","incendium<n>"
"incendit","incendit","incendere<v>"
"incendium","incendium","incendium<n>"
"incensissimam","incensissimam","incensus<adj>"
"inceptum","inceptum","inceptum<n>;inceptus<n>;incipere<v>"
"inclinata","inclinata","inclinare<v>;inclinatus<adj>"
"inclinatione","inclinatione","inclinatio<n>"
"inclinatis","inclinatis","inclinare<v>;inclinatus<adj>"
"inclinatus","inclinatus","inclinare<v>;inclinatus<adj>;inclinatus<n>"
"includit","includit","includere<v>"
"inclusi","inclusi","includere<v>"
"incommodi","incommodi","incommodum<n>;incommodus<adj>"
"incubant","incubant","incubare<v>"
"incuboni","incuboni","incubo<n>"
"incubuisset","incubuisset","incubare<v>;incumbere<v>"
"incumbens","incumbens","incumbere<v>"
"inde","inde","indere<v>;inde<adv>"
"indecenter","indecenter","indecens<adj>"
"india","india","india"
"indicam","indicam","indicere<v>"
"indicare","indicare","indicare<v>;indicere<v>"
"indicem","indicem","index<n>;indicare<v>"
"indignatus","indignatus","indignari<v>"
"indignum","indignum","indignus<adj>"
"indiligentiam","indiligentiam","indiligentia<n>"
"indomita","indomita","indomitus<adj>"
"induere","induere","induere<v>"
"indulgentiae","indulgentiae","indulgentia<n>"
"indulgentiaeque","indulgentiaeque","indulgentia<n>"
"ineptias","ineptias","ineptire<v>;ineptiae<n>;ineptia<n>"
"infe","infe","infe"
"inferior","inferior","infra<adj>;inferior<adj>;inferus<adj>;infer<adj>"
"inferius","inferius","infra<adj>;inferior<adj>;inferius<adj>;inferius<adv>;inferus<adj>;infer<adj>"
"inferri","inferri","inferre<v>"
"inflat","inflat","inflare<v>"
"inflati","inflati","inflare<v>;inflatus<adj>"
"infra","infra","infra<adv>;infra<prep>"
"infundentibus","infundentibus","infundere<v>"
"infundi","infundi","infundere<v>"
"infusum","infusum","infundere<v>"
"ingemescente","ingemescente","ingemescere<v>"
"ingemuisset","ingemuisset","ingemescere<v>;ingemiscere<v>"
"ingenio","ingenio","ingenium<n>"
"ingeniosus","ingeniosus","ingeniosus<adj>"
"ingens","ingens","ingens<adj>"
"ingenti","ingenti","ingens<adj>"
"ingentis","ingentis","ingens<adj>"
"ingenuum","ingenuum","ingenuus<adj>"
"ingerebat","ingerebat","ingerere<v>"
"ingratum","ingratum","ingratus<adj>"
"inhorruerunt","inhorruerunt","inhorrescere<v>"
"inimici","inimici","inimicus<adj>;inimicus<n>"
"initia","initia","initiare<v>;initia<n>;initium<n>"
"iniuriam","iniuriam","iniuria<n>;iniurius<adj>"
"inquam","inquam","inquit<v>"
"inquinatus","inquinatus","inquinare<v>;inquinatus<adj>"
"inquit","inquit","inquere<v>;inquit<v>"
"insaniret","insaniret","insanire<v>"
"insanit","insanit","insanire<v>"
"inscriptio","inscriptio","inscriptio<n>"
"inscriptione","inscriptione","inscriptio<n>"
"inscriptum","inscriptum","inscribere<v>;inscriptus<adj>"
"insecuta","insecuta","insequi<v>"
"insecutae","insecutae","insequi<v>"
"insecutum","insecutum","insequi<v>"
"insecutus","insecutus","insequi<v>"
"insequentibus","insequentibus","insequi<v>"
"insolenter","insolenter","insolens<adj>"
"insolentia","insolentia","insolens<adj>;insolentia<n>"
"inspeciosus","inspeciosus","inspeciosus<adj>"
"inspectosque","inspectosque","inspicere<v>"
"inspiciet","inspiciet","inspicere<v>"
"inspue","inspue","inspuere<v>"
"insulam","insulam","insula<n>"
"insulsissimus","insulsissimus","insulsus<adj>"
"intellegebant","intellegebant","intellegere<v>"
"intellexi","intellexi","intellegere<v>"
"intelligas","intelligas","intelligas"
"intelligere","intelligere","intelligere"
"intemperantis","intemperantis","intemperans<adj>"
"intenebris","intenebris","intenebris"
"intentavimus","intentavimus","intentare<v>"
"inter","inter","inter<prep>"
"interdiu","interdiu","interdiu<adv>"
"interdum","interdum","interdum<adv>"
"interea","interea","interea<adv>"
"interesse","interesse","interesse<v>"
"interfuisti","interfuisti","interesse<v>"
"interim","interim","interim<adv>"
"interire","interire","interire<v>"
"intermisso","intermisso","intermittere<v>"
"interpellavit","interpellavit","interpellare<v>"
"interposito","interposito","interponere<v>"
"interpretem","interpretem","interpres<n>;interpretare<v>"
"interque","interque","inter<prep>"
"interrogare","interrogare","interrogare<v>"
"interrogavi","interrogavi","interrogare<v>"
"interventu","interventu","interventus<n>;intervenire<v>"
"intestina","intestina","intestinum<n>;intestinus<adj>"
"intestinas","intestinas","intestinus<adj>"
"intonuit","intonuit","intonare<v>"
"intra","intra","intrare<v>;intra<adv>;intra<prep>"
"intrabat","intrabat","intrare<v>"
"intrant","intrant","intrare<v>"
"intrantem","intrantem","intrare<v>"
"intrantes","intrantes","intrare<v>"
"intrantibus","intrantibus","intrare<v>"
"intrare","intrare","intrare<v>"
"intrasse","intrasse","intrare<v>"
"intrassemus","intrassemus","intrare<v>"
"intrasset","intrasset","intrare<v>"
"intraverunt","intraverunt","intrare<v>"
"intravi","intravi","intrare<v>"
"intravimus","intravimus","intrare<v>"
"intravit","intravit","intrare<v>"
"intremuit","intremuit","intremescere<v>;intremiscere<v>"
"intro","intro","intrare<v>;intro<adv>"
"introversus","introversus","introversus<adv>"
"intuens","intuens","intuere<v>;intueri<v>;intui<v>"
"invasit","invasit","invadere<v>"
"inveni","inveni","invenire<v>"
"inveniemus","inveniemus","invenire<v>"
"invenies","invenies","invenire<v>"
"invenire","invenire","invenire<v>"
"invenit","invenit","invenire<v>"
"inveniunt","inveniunt","invenire<v>"
"invideo","invideo","invidere<v>"
"invitare","invitare","invitare<v>"
"invitatos","invitatos","invitare<v>"
"invitatus","invitatus","invitare<v>;invitatus<n>"
"involasti","involasti","involare<v>"
"involaverant","involaverant","involare<v>"
"involavit","involavit","involare<v>"
"involuta","involuta","involvere<v>;involutare<v>;involutus<adj>"
"involutus","involutus","involvere<v>;involutus<adj>"
"involvebat","involvebat","involvere<v>"
"involverat","involverat","involvere<v>"
"io","io","io<intj>"
"iocantis","iocantis","iocare<v>;iocari<v>"
"iocari","iocari","iocare<v>;iocari<v>"
"iocus","iocus","iocus<n>"
"iove","iove","io<intj>"
"iovem","iovem","iovem"
"iovis","iovis","iovis"
"iphigeniam","iphigeniam","iphigeniam"
"ipsas","ipsas","ipse<pro>"
"ipse","ipse","ipse<pro>"
"ipsi","ipsi","ipse<pro>"
"ipsimae","ipsimae","ipsimae"
"ipsimi","ipsimi","ipsimi"
"ipsius","ipsius","ipse<pro>"
"ipso","ipso","ipse<pro>"
"ipsum","ipsum","ipse<pro>"
"ipsumam","ipsumam","ipsumam"
"irasci","irasci","irasci<v>"
"irascitur","irascitur","irasci<v>"
"irata","irata","iratus<adj>"
"iratos","iratos","iratus<adj>"
"iratum","iratum","iratus<adj>"
"iratus","iratus","iratus<adj>"
"ire","ire","ire<v>;iris<n>"
"is","is","ire<v>;is<pro>"
"ista","ista","istare<v>;iste<pro>"
"iste","iste","iste<pro>"
"isti","isti","ire<v>;iste<pro>;isti<adv>"
"istis","istis","ire<v>;iste<pro>"
"istoc","istoc","istoc<adv>"
"istos","istos","iste<pro>"
"istud","istud","iste<pro>"
"it","it","ire<v>"
"ita","ita","itare<v>;ita<adv>;iton<n>"
"itaque","itaque","itaque<conj>;itare<v>;ita<adv>;iton<n>"
"iteratam","iteratam","iterare<v>"
"iterum","iterum","iterum<adv>"
"iterumque","iterumque","iterum<adv>"
"itinere","itinere","iter<n>;itiner<n>"
"iubebo","iubebo","iubere<v>"
"iubemur","iubemur","iubere<v>"
"iubemus","iubemus","iubere<v>"
"iubent","iubent","iubere<v>"
"iubeo","iubeo","iubere<v>"
"iubet","iubet","iubere<v>"
"iudicas","iudicas","iudicare<v>"
"iudicium","iudicium","iudicium<n>"
"iuliis","iuliis","iuliis"
"iulius","iulius","iulius"
"iumenta","iumenta","iumentum<n>"
"iungere","iungere","iungere<v>"
"iunxerunt","iunxerunt","iungere<v>"
"iupiter","iupiter","iupiter"
"iuramus","iuramus","iurare<v>;iuvare<v>"
"iurare","iurare","iurare<v>;iurari<v>"
"iure","iure","ius<n>"
"iuret","iuret","iurare<v>"
"ius","ius","ius<n>"
"iussi","iussi","iubere<v>;iussere<v>;iussum<n>;iussus<adj>"
"iussisse","iussisse","iubere<v>"
"iussisset","iussisset","iubere<v>"
"iussit","iussit","iubere<v>;iussere<v>"
"iussitque","iussitque","iubere<v>;iussere<v>"
"iussu","iussu","iubere<v>;iussus<n>"
"iussus","iussus","iubere<v>;iussus<adj>;iussus<n>"
"iuvet","iuvet","iuvare<v>;iuvere<v>"
"kalendas","kalendas","kalendas"
"kalendis","kalendis","kalendis"
"labentia","labentia","labi<v>"
"laborare","laborare","laborare<v>"
"laborat","laborat","laborare<v>"
"laboriosissimae","laboriosissimae","laboriosus<adj>"
"laboriosus","laboriosus","laboriosus<adj>"
"labra","labra","labrum<n>"
"labris","labris","labrum<n>"
"labro","labro","labrum<n>"
"labrum","labrum","labrum<n>"
"labyrintho","labyrintho","labyrinthos<n>;labyrinthus<n>"
"lacerare","lacerare","lacerare<v>"
"laceratus","laceratus","lacerare<v>"
"laceraverat","laceraverat","lacerare<v>"
"laceravit","laceravit","lacerare<v>"
"lacernatus","lacernatus","lacernatus<adj>"
"lacertis","lacertis","lacerta<n>;lacertus<n>"
"lacertum","lacertum","lacertus<n>"
"laconici","laconici","laconicum<n>"
"lacrimas","lacrimas","lacrimare<v>;lacrima<n>"
"lacte","lacte","lactere<v>;lacte<n>;lactis<n>;lac<n>"
"lactem","lactem","lactare<v>;lactis<n>"
"lacticulosus","lacticulosus","lacticulosus<n>"
"lacum","lacum","lacus<n>"
"lacunaria","lacunaria","lacunar<n>"
"lacunaribus","lacunaribus","lacunar<n>"
"laecasin","laecasin","laecasin"
"laenatis","laenatis","laenatis"
"laesum","laesum","laedere<v>"
"laetus","laetus","laetus<adj>;laetus<n>"
"lam","lam","lam"
"lamellulas","lamellulas","lamellula<n>"
"lamentatione","lamentatione","lamentatio<n>"
"lamina","lamina","lamina<n>"
"lamna","lamna","lamna<n>"
"lamnam","lamnam","lamna<n>"
"lana","lana","lana<n>"
"lanae","lanae","lana<n>"
"lanatos","lanatos","lanatus<adj>"
"lance","lance","lanx<n>"
"lancea","lancea","lanceare<v>;lancea<n>"
"lances","lances","lanx<n>"
"laniones","laniones","lanio<n>"
"lanis","lanis","lana<n>"
"lanisticia","lanisticia","lanisticius<adj>"
"lanius","lanius","lanius<n>"
"lapidarias","lapidarias","lapidarius<adj>"
"lapidarius","lapidarius","lapidaris<adj>;lapidarius<adj>"
"lapide","lapide","lapis<n>"
"lapidea","lapidea","lapideus<adj>"
"lapideos","lapideos","lapideus<adj>"
"lardo","lardo","lardum<n>"
"lardum","lardum","lardum<n>"
"lares","lares","lares"
"largiter","largiter","largiter<adv>"
"larifuga","larifuga","larifuga<n>"
"larua","larua","larua<n>"
"laruas","laruas","larua<n>"
"larvam","larvam","larva<n>"
"lasani","lasani","lasanum<n>"
"lasanum","lasanum","lasanum<n>"
"laserpiciario","laserpiciario","laserpiciario"
"lassatus","lassatus","lassare<v>"
"late","late","ferre<v>;latere<v>;late<adv>;latus<adj>"
"laticlaviam","laticlaviam","laticlavius<adj>"
"laticlavium","laticlavium","laticlavius<adj>"
"latifundia","latifundia","latifundium<n>"
"latinam","latinam","latinam"
"latinas","latinas","latinare<v>"
"latine","latine","ferre<v>;latus<adj>"
"latranti","latranti","latrare<v>"
"latratu","latratu","latrare<v>;latratus<n>"
"latus","latus","ferre<v>;latus<adj>;latus<n>"
"laudamus","laudamus","laudare<v>"
"laudaret","laudaret","laudare<v>"
"laudationem","laudationem","laudatio<n>"
"laudationibus","laudationibus","laudatio<n>"
