"","influence_has_held_powerful_divitiacus_less_dumnorix","you_general_entire_received_going_labour_however","suddenly_gates_fighting_weapons_cast_rampart_small","winter_remi_belgae_treviri_received_send_crassus","sequani_give_conference_pass_allobroges_promised_return","cut_forth_determined_provisions_therefore_although_quickly","hill_position_mountain_guard_action_seen_nature","set_cohorts_during_scouts_italy_marches_cicero","now_towns_surrender_peace_found_possessions_neighbours","wall_feet_works_manner_raised_stones_work","ambiorix_winterquarters_nervii_eburones_death_will_greater","quarter_action_hand_right_long_thus_fight","centurions_valour_horses_courage_observed_within_barbarians","suevi_above_bridge_woods_treviri_nations_beyond","sea_ocean_britain_island_continent_violence_storm"
"going",1.00608682529302e-05,0.00932533907677979,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00447949996279485,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"next",1.00608682529302e-05,0.00117585424064265,0.00784384601482017,1.2092629542294e-05,1.31847847583888e-05,0.00664059911193585,0.00268196677563547,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"opportunity",1.00608682529302e-05,0.00292217241981489,0.0102536297367311,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.0050039204504954,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"quickly",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00847693330914807,1.31847847583888e-05,0.00995427132348068,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"small",1.00608682529302e-05,1.16421211944816e-05,0.0108560756672089,1.2092629542294e-05,1.31847847583888e-05,0.00730333355424481,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"surrounded",1.00608682529302e-05,1.16421211944816e-05,0.00362672450147599,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.000680499032623924,1.4256183619645e-05,1.48820596770593e-05,0.00358001602992252,1.80358914239336e-05,0.0122957786382095,0.00514396966902347,2.06206825445922e-05,2.62157556691572e-05
"too",0.003028321344132,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00862880243886275,0.00535059043298419,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,1.88875247898763e-05,0.00104518905625576,2.06206825445922e-05,2.62157556691572e-05
"victory",1.00608682529302e-05,0.00408638453926305,0.00724140008434243,1.2092629542294e-05,0.00330938097435559,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00452700874740734,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"winterquarters",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00363988149223049,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0207593110289476,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"year",0.00654962523265758,1.16421211944816e-05,1.20489186095548e-05,0.00787230183203338,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.0021526837265664,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"you",1.00608682529302e-05,0.0168927178531929,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"above",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,0.0185792349726776,0.00395857910604273
"belgae",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.0157325110345245,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.00206988420944769,2.06206825445922e-05,2.62157556691572e-05
"forward",1.00608682529302e-05,1.16421211944816e-05,0.00121694077956503,1.2092629542294e-05,1.31847847583888e-05,0.00133872357346411,0.00535059043298419,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00542880331860402,0.00946264991972802,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"gates",1.00608682529302e-05,1.16421211944816e-05,0.015073197180553,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00268946477869801,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"nervii",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00892332353726957,0.0162503381729642,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"perceived",1.00608682529302e-05,1.16421211944816e-05,0.000614494849087294,1.2092629542294e-05,1.31847847583888e-05,0.00531513022731791,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00723239246099738,0.0104070261592218,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"power",0.0075557120579506,1.16421211944816e-05,1.20489186095548e-05,0.00424451296934518,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00447949996279485,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"will",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00858329487771112,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0135449544593742,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"according",0.00654962523265758,1.16421211944816e-05,0.00663895415386469,1.2092629542294e-05,1.31847847583888e-05,0.00200145801577308,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"advanced",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00468343451864701,0.00286549290754865,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.0085182736802342,2.04939030638385e-05,0.00208268893700381,0.00658015467295845
"body",0.00353136475677851,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00929153688117172,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,0.00474076872225895,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"cast",1.00608682529302e-05,1.16421211944816e-05,0.0126634134586421,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.00536111853237154,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"chief",0.0075557120579506,1.16421211944816e-05,1.20489186095548e-05,0.00122135558377169,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.0035783020885309,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00474076872225895,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"considered",1.00608682529302e-05,0.00466849059898714,1.20489186095548e-05,1.2092629542294e-05,0.00594633792603336,0.000675989131155146,1.33431182867436e-05,0.00143987454558415,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00723785957315187,2.62157556691572e-05
"drawn",1.00608682529302e-05,1.16421211944816e-05,0.00422917043195373,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,0.00801921409033291,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00723239246099738,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"drew",0.000513104280899442,1.16421211944816e-05,0.00663895415386469,1.2092629542294e-05,1.31847847583888e-05,0.000675989131155146,0.00668490226165855,1.4256183619645e-05,1.48820596770593e-05,0.00358001602992252,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"four",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,0.00332692690039101,0.00468343451864701,0.00642953881245991,1.48820596770593e-05,0.00268946477869801,0.0018216250338173,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"i",1.00608682529302e-05,0.00757902089760754,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00820001488205968,0.000908362276248998,1.80358914239336e-05,0.0019076400037775,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"line",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00730333355424481,0.00601774634732137,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00662952120124658,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"matter",0.00101614769354595,0.00699691483788346,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.00723239246099738,1.88875247898763e-05,2.04939030638385e-05,0.00517579131869265,2.62157556691572e-05
"possession",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00792405563979168,1.32546888461793e-05,0.0100206818333445,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"powerful",0.0130891895970622,0.000593748180918563,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"quarter",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00664059911193585,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.0160732835961847,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"quarters",0.00151919110619246,0.000593748180918563,0.00121694077956503,0.0115000906947216,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0018216250338173,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"rear",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00303525001511579,1.31847847583888e-05,1.32546888461793e-05,0.00668490226165855,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.0113514023987156,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"remi",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.0163371425116392,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"senate",0.00705266864530409,1.16421211944816e-05,1.20489186095548e-05,0.00182598706088639,0.0066055771639528,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"affairs",0.0075557120579506,1.16421211944816e-05,0.00242183264052051,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,0.0063305978898007,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"aid",1.00608682529302e-05,0.00757902089760754,1.20489186095548e-05,0.000616724106656993,1.31847847583888e-05,0.00332692690039101,1.33431182867436e-05,1.4256183619645e-05,0.00522360294664782,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"carried",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00928077553638891,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,0.00379639248276513,0.00514396966902347,2.06206825445922e-05,0.00526936688950059
"heard",0.00353136475677851,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.00664059911193585,1.33431182867436e-05,0.00642953881245991,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"how",1.00608682529302e-05,0.00525059665871122,1.20489186095548e-05,1.2092629542294e-05,0.00528709868811392,1.32546888461793e-05,1.33431182867436e-05,0.000727065364601896,1.48820596770593e-05,1.78110250244902e-05,0.00723239246099738,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"infantry",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00484914444645988,1.31847847583888e-05,1.32546888461793e-05,0.00801921409033291,0.0035783020885309,1.48820596770593e-05,1.78110250244902e-05,0.000919830462620615,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"provisions",1.00608682529302e-05,0.00408638453926305,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,0.0112797402080986,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,0.00208268893700381,2.62157556691572e-05
"raised",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00484914444645988,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00299129399508892,0.0124855285421676,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"reported",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00545377592357458,1.31847847583888e-05,0.00133872357346411,0.00468343451864701,1.4256183619645e-05,0.00596770593050078,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"retreat",1.00608682529302e-05,1.16421211944816e-05,0.00724140008434243,1.2092629542294e-05,1.31847847583888e-05,0.00266419245808205,1.33431182867436e-05,1.4256183619645e-05,0.00522360294664782,1.78110250244902e-05,1.80358914239336e-05,0.00285201624327132,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"seemed",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00199090249851671,0.00929153688117172,0.00601774634732137,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"thousand",1.00608682529302e-05,0.00699691483788346,1.20489186095548e-05,0.00787230183203338,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.000727065364601896,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"towns",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.0148969417367364,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.00789094245641631
"weapons",1.00608682529302e-05,1.16421211944816e-05,0.0132658593891198,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.00411927451583154,2.06206825445922e-05,2.62157556691572e-05
"works",1.00608682529302e-05,0.00350427847953897,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,0.0178288360495146,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"appointed",0.00202223451883898,1.16421211944816e-05,0.00181938671004277,0.00484914444645988,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,0.00429111126951315,0.00299129399508892,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"arverni",1.00608682529302e-05,0.00466849059898714,1.20489186095548e-05,1.2092629542294e-05,0.00265014173643615,1.32546888461793e-05,1.33431182867436e-05,0.00928077553638891,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"britain",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,0.00666303887780398,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,0.0183772447240792
"courage",1.00608682529302e-05,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,0.00067242402267783,1.32546888461793e-05,0.00668490226165855,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,0.0143662260477508,2.06206825445922e-05,2.62157556691572e-05
"crassus",0.000513104280899442,1.16421211944816e-05,1.20489186095548e-05,0.012709353648951,1.31847847583888e-05,1.32546888461793e-05,0.00201481086129829,1.4256183619645e-05,1.48820596770593e-05,1.78110250244902e-05,1.80358914239336e-05,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
"custom",0.00252527793148549,1.16421211944816e-05,1.20489186095548e-05,1.2092629542294e-05,1.31847847583888e-05,1.32546888461793e-05,1.33431182867436e-05,1.4256183619645e-05,0.00596770593050078,0.00358001602992252,0.00723239246099738,1.88875247898763e-05,2.04939030638385e-05,2.06206825445922e-05,2.62157556691572e-05
