"","vultum_essem_meae_beneficio_gratias_puero_satis","sive_erit_placet_aurum_omnis_fratrem_una","sub_navis_forte_erant_fortuna_tres_meis","mentem_agamemnon_vinum_ait_illam_unquam_ideo","amat_vides_unum_quemadmodum_volo_amici_populus","verba_frater_semel_oblitus_lichas_tua_iniuriam","melius_fit_mille_loco_potius_medio_sit","alius_lectum_pariter_factum_sui_vultus_iterum","ingenti_iniuria_hominem_tellus_pectore_feci_toto","quartilla_eiusmodi_rem_certe_intravit_repente_fugit","subinde_duo_vera_dii_suis_unde_hominum","habebat_familiae_ianuam_pueri_aliquot_diligenter_canem","fortunata_oculis_tota_habinnas_scintilla_caelum_ultimo","sanguine_mare_fluctus_utique_alter_iuppiter_ruina","terram_opes_ora_tollit_dixit_pater_duos"
"verum",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0016293409156257,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0036994981868796,3.67633542884453e-05,0.0111066012324268,0.00662251655629139,4.54524794327531e-05
"vobis",0.00785577916184157,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00544124536052755,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,0.00881540283320907,4.54524794327531e-05
"aliquis",3.1297924947576e-05,3.18461195503328e-05,0.0111958151255143,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00724298223487442,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"id",3.1297924947576e-05,0.00162415209706697,3.18969091894995e-05,0.0048241270246957,3.21016981798337e-05,3.21016981798337e-05,0.00166661220221561,3.32767628365113e-05,3.58410092828214e-05,0.0108464559835682,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"lacrimas",3.1297924947576e-05,3.18461195503328e-05,0.00322158782813945,3.19478610907e-05,3.21016981798337e-05,0.00805752624313826,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.0074167004907568,4.38577255383536e-05,4.54524794327531e-05
"mentem",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0176032714609757,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"meos",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0032267339701607,0.00805752624313826,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00724298223487442,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"navis",3.1297924947576e-05,3.18461195503328e-05,0.0175751969634142,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"oportet",3.1297924947576e-05,3.18461195503328e-05,0.0127906605849893,0.0048241270246957,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"pectore",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.0125801942582703,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.0074167004907568,4.38577255383536e-05,4.54524794327531e-05
"posset",3.1297924947576e-05,3.18461195503328e-05,0.00322158782813945,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,0.00668862933013876,0.00361994193756496,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.00557175011992177,4.38577255383536e-05,4.54524794327531e-05
"praeterea",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00805752624313826,3.21016981798337e-05,0.00330054573379955,0.00668862933013876,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"putares",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00484735642515489,0.00163718660717152,3.26786706316787e-05,0.00336095304648764,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,0.00922760192639976,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"putes",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00484735642515489,0.00966261115212995,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.00372679974908675,4.38577255383536e-05,4.54524794327531e-05
"quorum",3.1297924947576e-05,3.18461195503328e-05,0.00960096966603936,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00166661220221561,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,0.00913594836598336
"semel",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00163718660717152,0.0160829507880967,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"sestertium",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00820234632855135,0.0100163056137899,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"tres",3.1297924947576e-05,3.18461195503328e-05,0.0143855060444643,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.00182789147342389,3.60347374869374e-05,0.0018680634408996,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"trimalchionis",3.1297924947576e-05,3.18461195503328e-05,0.00481643328761443,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,0.00371309878313297,0.0111066012324268,4.38577255383536e-05,4.54524794327531e-05
"unde",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00493447926538348,0.00336095304648764,3.58410092828214e-05,3.60347374869374e-05,0.0110252371707996,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"vera",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0128566719167796,3.67633542884453e-05,0.0074167004907568,4.38577255383536e-05,4.54524794327531e-05
"vultus",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,0.0116801437556155,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.00188184937825173,0.00662251655629139,4.54524794327531e-05
"agamemnon",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0160058784064407,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"ait",3.1297924947576e-05,0.00162415209706697,3.18969091894995e-05,0.0144084853519057,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"amat",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.0160829507880967,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"animum",3.1297924947576e-05,0.00321645807458361,0.00641127874708941,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0018680634408996,0.00187493106871071,0.00372679974908675,4.38577255383536e-05,4.54524794327531e-05
"caelum",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.0129515516032619,4.38577255383536e-05,0.00686332439434571
"cito",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00983627986013529,3.32767628365113e-05,3.58410092828214e-05,0.00544124536052755,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,0.00231807645107041
"dominum",3.1297924947576e-05,0.00799337600713353,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,0.00835246747196433,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"eiusmodi",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0016293409156257,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.0162516666066088,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"essem",0.0141153641513568,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,0.00223674400245603,4.54524794327531e-05
"eumolpi",3.1297924947576e-05,0.00640107002961689,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0055309329328596,3.67633542884453e-05,0.00372679974908675,4.38577255383536e-05,0.00231807645107041
"facta",0.00472598666708397,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.012648192857915,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"factus",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00163718660717152,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.0108464559835682,3.66286949196e-05,0.00555126649755524,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"feci",0.00472598666708397,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.0125801942582703,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"fide",0.00785577916184157,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.00926165086159182,4.38577255383536e-05,4.54524794327531e-05
"fit",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.016372013986471,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"fluctus",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,0.0175869479408798,0.00459070042270806
"forsitan",0.00629088291446277,0.00958568198465017,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"forte",3.1297924947576e-05,3.18461195503328e-05,0.0159803515039393,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"gratiam",0.00942067540922037,0.00480876405210025,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0018680634408996,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"ilium",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00645244133414658,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,0.011065769640822,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"intravit",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.00361994193756496,0.0144499297322619,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"iuvenes",3.1297924947576e-05,0.00640107002961689,0.00960096966603936,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"magnum",3.1297924947576e-05,0.00640107002961689,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00330054573379955,0.00668862933013876,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"malo",0.00316109041970517,0.00162415209706697,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00724298223487442,3.66286949196e-05,3.67633542884453e-05,0.00557175011992177,4.38577255383536e-05,4.54524794327531e-05
"mortem",0.00316109041970517,3.18461195503328e-05,0.00481643328761443,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0091938024248196,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"nomen",0.00472598666708397,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,0.0073894342119775,3.68990074167005e-05,0.00662251655629139,4.54524794327531e-05
"oblitus",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,0.0160829507880967,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"pariter",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,0.0166716581810921,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"potius",3.1297924947576e-05,3.18461195503328e-05,0.00162674236866448,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.0131041469233032,0.00169711490466207,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"potui",0.00942067540922037,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00330054573379955,3.32767628365113e-05,3.58410092828214e-05,0.00363950848618068,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"quemadmodum",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0016293409156257,0.014477865879105,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"ratione",3.1297924947576e-05,0.00799337600713353,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,0.00163718660717152,3.26786706316787e-05,0.00336095304648764,3.58410092828214e-05,3.60347374869374e-05,0.0036994981868796,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"secundum",3.1297924947576e-05,0.00162415209706697,3.18969091894995e-05,3.19478610907e-05,0.00645244133414658,0.00163718660717152,3.26786706316787e-05,0.00668862933013876,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"servi",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00324227151616321,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0073623676788396,3.67633542884453e-05,0.0074167004907568,4.38577255383536e-05,4.54524794327531e-05
"solet",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,0.00656841279696742,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,0.0036994981868796,0.00555126649755524,3.68990074167005e-05,0.00223674400245603,4.54524794327531e-05
"solus",3.1297924947576e-05,0.00480876405210025,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00363950848618068,0.0091938024248196,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"suos",0.00316109041970517,0.00640107002961689,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,0.00724298223487442,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"tota",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,3.58410092828214e-05,3.60347374869374e-05,3.66286949196e-05,0.00187493106871071,0.0166414523449319,4.38577255383536e-05,4.54524794327531e-05
"toto",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,3.19478610907e-05,0.00484735642515489,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.0125801942582703,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,3.68990074167005e-05,4.38577255383536e-05,4.54524794327531e-05
"tune",3.1297924947576e-05,3.18461195503328e-05,3.18969091894995e-05,0.0048241270246957,3.21016981798337e-05,3.21016981798337e-05,3.26786706316787e-05,3.32767628365113e-05,0.0072040428658471,3.60347374869374e-05,3.66286949196e-05,3.67633542884453e-05,0.00557175011992177,4.38577255383536e-05,4.54524794327531e-05
