"","amicus_mori_domus_solere_nunc_ire_supra","pes_nemo_afferre_cocus_fortunare_vocare_metiri","pectus_frons_vultus_paene_crinis_lacrima_ceterus","ab_causa_eumolpus_vultus_temptare_amare_noscere","timere_ascyltos_diligens_tantus_locus_longus_accedere","nox_pater_navis_rapere_intellegere_legere_mittere","licere_deinde_vovere_uter_adhuc_perire_vel","pro_postquam_ante_mare_uti_fidere_fluctus","giton_ecce_pes_mors_navis_iterum_ultra","alter_metiri_aureus_nasci_pendere_argenteus_circare","debere_mutare_sive_parare_carmen_placere_verbum","bellus_arma_liber_noster_loqui_caedere_nescire","tantus_anser_confundere_familia_os_ancilla_effundere","caelus_terra_tellus_vocare_pectus_supra_parere","numquid_sanguis_pro_furere_gladium_vox_damnare"
"triclinium",0.00236354813968413,0.00263585106568681,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00102953348002503,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.012357862157131,2.25291188861604e-05,2.3930887596621e-05,0.00897996776421828,2.81396853983172e-05,2.85820447594821e-05
"accedere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0111945163633654,2.0186930980883e-05,0.00106278783837289,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0043158887586818
"aere",0.00940723464867657,0.00350864943180826,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.0089936528584565,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ancilla",1.56526366866499e-05,1.74559673224292e-05,0.00185535573231442,1.85058385920758e-05,0.00374392310987762,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00882540660695028,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.01281756082585,2.81396853983172e-05,2.85820447594821e-05
"cenare",1.56526366866499e-05,0.00438144779792972,1.83698587357863e-05,0.0074208412754224,1.86264831337195e-05,2.0186930980883e-05,0.00731448100527226,2.11474612472773e-05,2.20084952791778e-05,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"domus",0.0141030256546715,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"effundere",1.56526366866499e-05,1.74559673224292e-05,0.006447820416261,1.85058385920758e-05,1.86264831337195e-05,0.00506691967620163,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.01281756082585,2.81396853983172e-05,0.00288678652070769
"maga",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.0101967170642338,0.00746921973662153,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00143512395531418,2.85820447594821e-05
"mirare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.0115383631386394,0.00987702957480935,0.0114613999485523
"nolle",0.0062767073113466,0.00612704453017264,1.83698587357863e-05,0.00371967355700724,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00258397932816537,0.00284210822523004,0.00145768428273359
"planus",0.00392881180834912,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00910430587237822,2.08389772229979e-05,0.002135893585975,2.20084952791778e-05,2.24280619911633e-05,0.0090341766733503,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"plenus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00506691967620163,2.08389772229979e-05,0.00742275889779432,2.20084952791778e-05,0.0022652342611075,0.0112870885619663,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"postquam",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.0137669972719775,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,0.0100322977105782
"sanguis",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00649554934581861,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00143512395531418,0.0228942178523452
"vincere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.0101967170642338,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00552413231507362,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00987702957480935,2.85820447594821e-05
"aurare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,2.08389772229979e-05,2.11474612472773e-05,0.00442370755111473,2.24280619911633e-05,0.00565480884042625,2.3930887596621e-05,2.55839537442116e-05,0.0112840138447252,2.85820447594821e-05
"circare",1.56526366866499e-05,0.00438144779792972,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.0134792652566892,0.00678126478473427,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"fortis",0.0062767073113466,0.00438144779792972,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00314668556067268,0.00107852052361114,0.00662455707903251,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"fugere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00649554934581861,0.0084005438933075,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00839974154641396,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"nomen",1.56526366866499e-05,0.00350864943180826,1.83698587357863e-05,0.00834613320502619,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.0105948780848859,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"petere",1.56526366866499e-05,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,0.00731448100527226,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0128905021865264
"rapere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.0121323455195107,2.08389772229979e-05,2.11474612472773e-05,0.0121266808988269,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"reddere",1.56526366866499e-05,1.74559673224292e-05,0.00920329922662895,1.85058385920758e-05,0.00653789557993555,2.0186930980883e-05,2.08389772229979e-05,0.00636538583543046,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"stare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00746921973662153,2.0186930980883e-05,0.00627253214412237,2.11474612472773e-05,2.20084952791778e-05,0.0101150559580147,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"an",1.56526366866499e-05,0.00350864943180826,1.83698587357863e-05,0.00649554934581861,1.86264831337195e-05,2.0186930980883e-05,0.00731448100527226,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0057449909966559
"annus",0.00705933914567909,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00720319716658291,0.00642157238979712,2.81396853983172e-05,2.85820447594821e-05
"aqua",1.56526366866499e-05,0.0113638347269014,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,2.11474612472773e-05,2.20084952791778e-05,0.00787224975889833,2.25291188861604e-05,2.3930887596621e-05,0.00130478164095479,2.81396853983172e-05,2.85820447594821e-05
"currere",0.00862460281434408,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,0.00338663736066566,0.00452835289611823,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"licere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.000943797768195866,1.86264831337195e-05,2.0186930980883e-05,0.0177339696167712,2.11474612472773e-05,0.00442370755111473,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"osculum",1.56526366866499e-05,1.74559673224292e-05,0.00277384866910373,0.00371967355700724,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,0.00848013196015818,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00706306103497763,2.85820447594821e-05
"perdere",1.56526366866499e-05,0.00350864943180826,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00731448100527226,2.11474612472773e-05,0.00772498184299139,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,0.00143512395531418,2.85820447594821e-05
"scilicet",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00279438162740345,0.00281259895319165,2.0186930980883e-05,0.00835642986642215,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,0.00706306103497763,2.85820447594821e-05
"turbare",1.56526366866499e-05,1.74559673224292e-05,0.00461083454268237,1.85058385920758e-05,1.86264831337195e-05,0.0101136524214224,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00839974154641396,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vestis",1.56526366866499e-05,1.74559673224292e-05,0.00920329922662895,0.000943797768195866,0.0102631922066795,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vox",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00987702957480935,0.0157487066624746
"continere",1.56526366866499e-05,0.00438144779792972,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00506691967620163,0.00106278783837289,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0101606326176583,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"debere",0.00314617997401662,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0169193682835064,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"emere",0.00705933914567909,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.002135893585975,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0128905021865264
"frons",1.56526366866499e-05,1.74559673224292e-05,0.0137957639105755,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"gitona",1.56526366866499e-05,1.74559673224292e-05,0.00369234160589305,0.00464496548661102,0.0046752472665636,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00790772072904229,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"lacrima",1.56526366866499e-05,1.74559673224292e-05,0.0110402851002076,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00992583137090917,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ludere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.0104403275887219,2.11474612472773e-05,2.20084952791778e-05,0.012357862157131,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"movere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0084005438933075,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00772498184299139,2.24280619911633e-05,0.00565480884042625,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"mutare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00557025741621482,1.86264831337195e-05,0.00203888002906918,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0146664563948904,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"numquid",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0300397290422157
"parere",1.56526366866499e-05,1.74559673224292e-05,0.00277384866910373,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00992583137090917,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0126909981146411,2.85820447594821e-05
"perire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.0114822764498718,2.11474612472773e-05,0.00662455707903251,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00514237470258654,2.81396853983172e-05,2.85820447594821e-05
"redire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00506691967620163,0.00731448100527226,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00600665278675186,2.55839537442116e-05,0.00565607676506177,2.85820447594821e-05
"sequi",1.56526366866499e-05,1.74559673224292e-05,0.00369234160589305,1.85058385920758e-05,0.00374392310987762,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00222285802319695,0.005629443559782,0.00678126478473427,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vivere",0.00862460281434408,0.00176305269956535,1.83698587357863e-05,0.00371967355700724,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vovere",1.56526366866499e-05,1.74559673224292e-05,0.00185535573231442,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.0146081230333215,2.11474612472773e-05,0.00552413231507362,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ars",1.56526366866499e-05,1.74559673224292e-05,0.00461083454268237,0.00649554934581861,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,0.00452835289611823,2.3930887596621e-05,2.55839537442116e-05,0.00143512395531418,2.85820447594821e-05
"fides",0.00314617997401662,1.74559673224292e-05,0.00277384866910373,1.85058385920758e-05,0.0084005438933075,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0057449909966559
"orbis",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,2.25291188861604e-05,2.3930887596621e-05,0.0102591654514289,2.81396853983172e-05,2.85820447594821e-05
"post",1.56526366866499e-05,0.00612704453017264,0.00461083454268237,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00720319716658291,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vir",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,0.00203888002906918,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.01281756082585,2.81396853983172e-05,0.00860319547260411
"altus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00607626622524578,0.00314668556067268,2.11474612472773e-05,0.0110262561348681,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"audire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00374392310987762,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00340189695181021,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0114613999485523
"cervix",1.56526366866499e-05,0.00525424616405118,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00636538583543046,0.00772498184299139,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"clamare",1.56526366866499e-05,0.00263585106568681,1.83698587357863e-05,1.85058385920758e-05,0.00653789557993555,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00897996776421828,0.00284210822523004,2.85820447594821e-05
"convertere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00106278783837289,0.00742275889779432,2.20084952791778e-05,0.00450804046022383,0.00114898506319418,0.00720319716658291,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
