"","amicus_mori_domus_solere_nunc_ire_supra","pes_nemo_afferre_cocus_fortunare_vocare_metiri","pectus_frons_vultus_paene_crinis_lacrima_ceterus","ab_causa_eumolpus_vultus_temptare_amare_noscere","timere_ascyltos_diligens_tantus_locus_longus_accedere","nox_pater_navis_rapere_intellegere_legere_mittere","licere_deinde_vovere_uter_adhuc_perire_vel","pro_postquam_ante_mare_uti_fidere_fluctus","giton_ecce_pes_mors_navis_iterum_ultra","alter_metiri_aureus_nasci_pendere_argenteus_circare","debere_mutare_sive_parare_carmen_placere_verbum","bellus_arma_liber_noster_loqui_caedere_nescire","tantus_anser_confundere_familia_os_ancilla_effundere","caelus_terra_tellus_vocare_pectus_supra_parere","numquid_sanguis_pro_furere_gladium_vox_damnare"
"insolitus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00847004530489349,2.85820447594821e-05
"intervenire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00281259895319165,2.0186930980883e-05,0.00314668556067268,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"invidia",1.56526366866499e-05,1.74559673224292e-05,0.00277384866910373,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,2.08389772229979e-05,0.00107852052361114,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"involvere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00338663736066566,0.00114898506319418,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"iocare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00279438162740345,1.86264831337195e-05,2.0186930980883e-05,0.00314668556067268,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"iuppiter",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00847004530489349,2.85820447594821e-05
"laetus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00130478164095479,0.00706306103497763,2.85820447594821e-05
"lectulus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0046752472665636,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"malle",1.56526366866499e-05,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00717409323463
"mel",1.56526366866499e-05,0.00350864943180826,1.83698587357863e-05,0.00186908969779966,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"mendacium",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"merces",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00560657142324958,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"miscere",1.56526366866499e-05,1.74559673224292e-05,0.000936862795525102,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00565480884042625,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"miserare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00241701964725872,2.55839537442116e-05,2.81396853983172e-05,0.0057449909966559
"molare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00523058328297247,0.00107852052361114,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"monstrare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00514237470258654,0.00143512395531418,2.85820447594821e-05
"mortalis",0.000798284471019143,1.74559673224292e-05,1.83698587357863e-05,0.000943797768195866,1.86264831337195e-05,2.0186930980883e-05,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"mus",0.00471144364268161,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"nauta",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.0057449909966559
"ni",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00481010840692081,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"niger",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.005629443559782,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"obruere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00627253214412237,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"occasio",0.000798284471019143,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"oenothea",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0046752472665636,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"paenitentia",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"paululum",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00114383116154933,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"pax",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00188127479650567,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00241701964725872,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"peregrinus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00560657142324958,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"permittere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,0.00600665278675186,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"phoebus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00279438162740345,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00386317701537596,2.81396853983172e-05,2.85820447594821e-05
"pilare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.000943797768195866,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.005629443559782,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"poculum",1.56526366866499e-05,0.00438144779792972,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"poeta",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00374392310987762,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"pomum",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"praecipitare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00222285802319695,2.24280619911633e-05,0.00452835289611823,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"premere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00662455707903251,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"prodere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00552413231507362,2.24280619911633e-05,2.25291188861604e-05,0.00122047526742767,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"proesse",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00288678652070769
"quando",0.00236354813968413,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00361356402708976,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"quattuor",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"quivis",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00560657142324958,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ratis",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,2.08389772229979e-05,0.00319326664833887,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"recusare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00304822657811333,0.00210473669952279,2.11474612472773e-05,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"regio",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00203888002906918,2.08389772229979e-05,0.00107852052361114,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0042490924951459,2.85820447594821e-05
"religiosus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00720319716658291,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"ruina",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00636538583543046,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"saevire",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,0.00523058328297247,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"sarcina",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00552413231507362,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"scaena",1.56526366866499e-05,0.00176305269956535,1.83698587357863e-05,0.00279438162740345,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00107852052361114,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"scribere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00642157238979712,2.81396853983172e-05,2.85820447594821e-05
"severus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.00452835289611823,2.3930887596621e-05,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"sicut",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00203888002906918,0.00418863442182258,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"somnium",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.000949950639819696,2.0186930980883e-05,0.00106278783837289,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00258397932816537,2.81396853983172e-05,0.00288678652070769
"sonus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.00186908969779966,1.86264831337195e-05,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"sordidus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,0.00405757312715748,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"spes",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00523058328297247,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"stabulum",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.0046752472665636,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00112243325923807,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"statua",1.56526366866499e-05,0.00263585106568681,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00332328278715584,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"suavis",0.00471144364268161,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"succingere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00450804046022383,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00284210822523004,2.85820447594821e-05
"succurrere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,0.000943797768195866,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00717409323463
"symphonia",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"torquere",1.56526366866499e-05,1.74559673224292e-05,0.000936862795525102,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00210473669952279,2.11474612472773e-05,0.00112243325923807,0.0022652342611075,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"tristitia",0.000798284471019143,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00374392310987762,0.00102953348002503,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"umerus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,0.00281259895319165,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00386317701537596,2.81396853983172e-05,2.85820447594821e-05
"urbanitas",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.00847004530489349,2.85820447594821e-05
"varius",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00675084665934017,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vertere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.00530801277306659,2.20084952791778e-05,0.00114383116154933,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"vestigium",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,0.00338663736066566,2.25291188861604e-05,2.3930887596621e-05,0.00386317701537596,2.81396853983172e-05,2.85820447594821e-05
"vicinia",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,0.00523058328297247,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"vinculum",1.56526366866499e-05,1.74559673224292e-05,0.000936862795525102,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,0.00442370755111473,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,0.00130478164095479,2.81396853983172e-05,2.85820447594821e-05
"virgo",0.00471144364268161,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"virtus",0.00158091630535164,1.74559673224292e-05,1.83698587357863e-05,0.000943797768195866,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0042490924951459,2.85820447594821e-05
"vitreus",1.56526366866499e-05,0.000890254333443888,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00717409323463
"vulgare",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00481010840692081,0.00258397932816537,2.81396853983172e-05,2.85820447594821e-05
"abicere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,0.002135893585975,0.00112243325923807,2.24280619911633e-05,0.0022754410075022,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"abstinere",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00717409323463
"accidere",1.56526366866499e-05,1.74559673224292e-05,0.00369234160589305,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,0.00145768428273359
"acies",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,0.00600665278675186,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
"acutus",1.56526366866499e-05,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,0.0042490924951459,0.00288678652070769
"adulescentulus",0.00392881180834912,1.74559673224292e-05,1.83698587357863e-05,1.85058385920758e-05,1.86264831337195e-05,2.0186930980883e-05,2.08389772229979e-05,2.11474612472773e-05,2.20084952791778e-05,2.24280619911633e-05,2.25291188861604e-05,2.3930887596621e-05,2.55839537442116e-05,2.81396853983172e-05,2.85820447594821e-05
