"","eius_quem_fecit_suo_deinde_mea_manu","nunc_illum_quia_es_unquam_nemo_vides","iussit_mea_afferri_puerum_coepi_tota_fortunata","ita_plane_vinum_rogo_vos_bene_oportet","suum_mehercules_nemo_illum_puto_magis_potest","statim_fit_summam_puer_quem_esset_aquam","altera_habebat_pro_puer_omnium_nobis_factum","ceterum_mensam_ecce_factus_suam_hac_subito","homines_medio_amici_meo_quibus_volo_circa","fuit_illius_male_sestertium_sibi_quicquid_die","hic_c_illum_bene_erant_hanc_scio","minus_cocus_supra_puer_circa_voce_putes","triclinium_familia_eius_iussit_post_res_melius","nobis_pedes_servus_totum_cena_domini_sumus","homo_facere_potui_aliquis_panem_nostrum_plus"
"extra",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00886976376569773,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"fabulam",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.0131452946809437,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"faciamus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.0121877639676602
"facias",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00839079504860015,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.00481722867667895,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"faciet",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.00846108737538745,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0047945849393626,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"facto",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00443980151475581,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.00949515840932594,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"familiae",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.0088309871469791,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.005081199561622,0.000102176356391131,0.000120670930372873
"fatus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.00846108737538745,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"favus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,0.00954000188910929,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"feci",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.0126497444919159,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"ferculum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.0132027629623153,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"forte",7.64117062734011e-05,7.94470485421467e-05,0.00818675528896814,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0047945849393626,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"fortis",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00423693611364958,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.00954000188910929,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"fortunatam",0.0115381676472836,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"frontem",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.0143987794412129,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"fui",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.0103198119955042,0.00615421744901653
"fuisse",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0150443359569593,0.000102176356391131,0.000120670930372873
"fundos",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.0142627751015396,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"gallinaceum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00879254809784974,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"gallus",7.64117062734011e-05,7.94470485421467e-05,0.00413390613601362,8.30771786990114e-05,8.37731423305688e-05,0.00879254809784974,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"genus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00839079504860015,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"giton",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0100627677592906,0.00521099417594769,0.000120670930372873
"gustare",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.0182213104863038
"has",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.0143987794412129,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"homuncio",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.0182213104863038
"hos",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.00445921133164291,0.00886976376569773,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"iactura",7.64117062734011e-05,7.94470485421467e-05,0.00818675528896814,8.30771786990114e-05,0.00427243025885901,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"igitur",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.0131452946809437,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"illis",0.00771758233361351,0.00405179947564948,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"imitari",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.0143987794412129,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"imitatus",0.00771758233361351,7.94470485421467e-05,0.00413390613601362,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"infra",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00423693611364958,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.00481722867667895,0.0047945849393626,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"ingeniosus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.0143987794412129,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"inscriptione",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00443980151475581,8.74355163067238e-05,0.00886976376569773,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"interrogare",7.64117062734011e-05,7.94470485421467e-05,0.00413390613601362,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.00963097167922189,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"intraverunt",7.64117062734011e-05,0.00405179947564948,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00886976376569773,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"inveni",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0141957318792893,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"iovem",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.0126497444919159,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"iovis",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00423693611364958,0.00846108737538745,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"ipsimi",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.0132607359269342,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"ipso",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.00427243025885901,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0100627677592906,0.000102176356391131,0.000120670930372873
"is",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0100627677592906,0.000102176356391131,0.000120670930372873
"isti",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00839079504860015,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.00481722867667895,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"ius",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0047945849393626,0.00963097167922189,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"laudatus",0.0115381676472836,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"lavari",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00945073453728829,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.005081199561622,0.000102176356391131,0.000120670930372873
"lectum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00447879160446123,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.0103198119955042,0.000120670930372873
"libentissime",7.64117062734011e-05,0.00405179947564948,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00879254809784974,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"loquebatur",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.0121877639676602
"lucerna",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.0088309871469791,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0047945849393626,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"lupus",0.0115381676472836,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"manum",7.64117062734011e-05,7.94470485421467e-05,0.0122396044419227,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"mater",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00945073453728829,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.00615421744901653
"medicus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.0126497444919159,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"meis",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0100627677592906,0.00521099417594769,0.000120670930372873
"memoriae",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.0154286298150608,0.000120670930372873
"mensa",7.64117062734011e-05,7.94470485421467e-05,0.0122396044419227,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"mirari",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.0131452946809437,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"missionem",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.00445921133164291,8.781944322473e-05,9.35716290820623e-05,0.00481722867667895,9.40114693992667e-05,9.53561552398207e-05,0.005081199561622,0.000102176356391131,0.000120670930372873
"monumentum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.0141293159913914,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"mora",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.0132607359269342,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"more",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00447879160446123,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.00963097167922189,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"narra",7.64117062734011e-05,0.0119965043298641,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nata",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00447879160446123,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,0.0100627677592906,0.000102176356391131,0.000120670930372873
"naves",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.0142627751015396,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nenias",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.0131452946809437,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nihilo",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.0143987794412129,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nolo",0.00771758233361351,0.00405179947564948,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nondum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.0141293159913914,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nostri",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0141957318792893,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"numerum",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.0132027629623153,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"nummos",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.0142627751015396,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"numquid",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,0.00839079504860015,8.37731423305688e-05,8.70549316618787e-05,0.00445921133164291,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"obiter",7.64117062734011e-05,7.94470485421467e-05,0.00818675528896814,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,0.00447879160446123,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"obsonium",7.64117062734011e-05,0.00802415190275681,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,0.0047945849393626,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"occidi",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00879254809784974,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.00521099417594769,0.000120670930372873
"oculis",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,0.00427243025885901,8.70549316618787e-05,0.00445921133164291,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"omne",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,0.00477215308318518,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.00521099417594769,0.000120670930372873
"parem",7.64117062734011e-05,0.00802415190275681,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,0.00486316391723086,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"pariter",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.0154286298150608,0.000120670930372873
"passis",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,0.00879254809784974,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.00615421744901653
"pater",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,0.0088309871469791,8.781944322473e-05,9.35716290820623e-05,0.00481722867667895,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
"pedibus",7.64117062734011e-05,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,9.44554642486068e-05,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.0154286298150608,0.000120670930372873
"phialam",0.00389699701994346,7.94470485421467e-05,8.10569830590905e-05,8.30771786990114e-05,8.37731423305688e-05,8.70549316618787e-05,8.74355163067238e-05,8.781944322473e-05,9.35716290820623e-05,0.00954000188910929,9.40114693992667e-05,9.53561552398207e-05,9.96313639533725e-05,0.000102176356391131,0.000120670930372873
